"country_name","cowcode","year","v2x_polyarchy","v2elparlel","v2lgbicam","v2jureview","v2csstruc_0","v2csstruc_1","v2csstruc_2","v2csstruc_3","v2x_feduni","v2x_divparctrl","e_v2xlg_legcon_5c","v2xcl_rol","lvaw_garriga","gdp_constant_2015_us","gdp_per_capita_constant_2015_us","gini_index","multidimensional_poverty_headcount_ratio_percent_of_total_population","population_total","poverty_gap_at_2_15_a_day_2017_ppp_percent","hp_democracy","lp_democracy"
"Cyprus",352,2002,0.81,NA,1,1.129,0,0.4,0.6,0,0.479,0.485,1,0.846,0.5751754,NA,NA,NA,NA,NA,NA,1,0
"Cyprus",352,2003,0.806,NA,1,1.129,0,0.4,0.6,0,0.479,0.485,0.75,0.846,0.5751754,NA,NA,NA,NA,NA,NA,1,0
"Cyprus",352,2004,0.832,NA,1,1.129,0,0.4,0.6,0,0.479,0.485,0.75,0.911,0.5751754,NA,NA,NA,NA,NA,NA,1,0
"Cyprus",352,2005,0.832,NA,1,1.129,0,0.333,0.667,0,0.479,0.485,0.75,0.911,0.5751754,NA,NA,NA,NA,NA,NA,1,0
"Cyprus",352,2006,0.841,1,1,1.129,0,0.333,0.667,0,0.479,0.485,0.75,0.911,0.5751754,NA,NA,NA,NA,NA,NA,1,0
"Cyprus",352,2007,0.848,NA,1,1.129,0,0.333,0.667,0,0.479,0.485,0.75,0.919,0.5751754,NA,NA,NA,NA,NA,NA,1,0
"Cyprus",352,2008,0.845,NA,1,1.129,0,0.333,0.667,0,0.479,0.536,0.75,0.925,0.5751754,NA,NA,NA,NA,NA,NA,1,0
"Cyprus",352,2009,0.846,NA,1,1.129,0,0.444,0.556,0,0.479,0.536,0.75,0.929,0.5751754,NA,NA,NA,NA,NA,NA,1,0
"Cyprus",352,2010,0.851,NA,1,1.129,0,0.444,0.556,0,0.479,0.785,0.75,0.94,0.5751754,NA,NA,NA,NA,NA,NA,1,0
"Cyprus",352,2011,0.854,1,1,1.129,0,0.444,0.556,0,0.479,0.785,0.75,0.94,0.5751754,NA,NA,NA,NA,NA,NA,1,0
"Cyprus",352,2012,0.853,NA,1,1.129,0,0.444,0.556,0,0.479,0.785,0.75,0.94,0.5751754,20921748731.1558,24216.529296875,34.3,27.1,1135046,0,1,0
"Cyprus",352,2013,0.854,NA,1,1.129,0,0.5,0.5,0,0.479,0.611,0.75,0.96,NA,19550730164.4905,22682.265625,37,27.8,1143866,0,1,0
"Cyprus",352,2014,0.852,NA,1,1.129,0,0.5,0.5,0,0.479,0.611,0.75,0.96,NA,19193086876.6725,22513.779296875,35.6,27.4,1152297,0.1,1,0
"Cyprus",352,2015,0.853,NA,1,1.129,0,0.5,0.5,0,0.479,0.85,0.75,0.96,NA,19842404304.8929,23408.3359375,34,28.9,1160987,0,1,0
"Cyprus",352,2016,0.856,1,1,1.129,0,0.5,0.5,0,0.479,0.85,0.75,0.96,NA,21123143098.1676,24805.203125,32.9,27.7,1170189,0,1,0
"Cyprus",352,2017,0.852,NA,1,1.129,0,0.5,0.5,0,0.481,1.059,1,0.959,NA,22359383572.2179,26013.83203125,31.4,25.2,1179685,0,1,0
"Cyprus",352,2018,0.842,NA,1,1.129,0,0.5,0.5,0,0.481,1.059,1,0.958,NA,23632267889.5555,27161.404296875,32.7,23.9,1189262,0,1,0
"Cyprus",352,2019,0.85,NA,1,1.129,0,0.429,0.571,0,0.478,1.059,0.75,0.946,NA,24880804888.1512,28211.064453125,31.2,22.3,1198574,0.2,1,0
"Cyprus",352,2020,0.819,NA,1,1.129,0,0.5,0.5,0,0.444,-0.918,1,0.938,NA,23640672756.9972,26502.84765625,NA,21.3,1207361,NA,1,0
"Cyprus",352,2021,0.816,1,1,1.129,0,0.6,0.2,0.2,0.444,1.053,0.75,0.927,NA,24943908664.0366,27714.74609375,NA,NA,1215588,NA,1,0
"Czech Republic",315,1990,0.651,1,2,-0.784,0,0,0.667,0.333,0.704,0.141,1,0.963,NA,NA,NA,NA,NA,NA,NA,0,0
"Czech Republic",315,1991,0.889,NA,2,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,NA,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",315,1992,0.891,1,2,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,NA,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,1993,0.9,NA,1,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,1994,0.9,NA,1,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,1995,0.9,NA,1,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,1996,0.9,1,1,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,1997,0.901,NA,2,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,1998,0.889,1,2,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,1999,0.88,NA,2,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,2000,0.88,NA,2,1.85,0,0,0.667,0.333,0.953,0.141,1,0.963,0.69372225,126265440317.089,12312.497769842,NA,NA,10255063,NA,1,0
"Czech Republic",316,2001,0.88,NA,2,1.85,0,0,0.833,0.167,0.953,0.141,1,0.963,0.69372225,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,2002,0.89,1,2,1.85,0,0,0.833,0.167,0.953,0.141,1,0.963,0.8315,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,2003,0.898,NA,2,1.85,0,0,0.833,0.167,0.953,0.141,1,0.963,0.8315,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,2004,0.9,NA,2,1.85,0,0,0.833,0.167,0.953,0.141,1,0.963,0.8315,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,2005,0.9,NA,2,1.85,0,0.067,0.8,0.133,0.953,0.141,1,0.965,0.8315,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,2006,0.904,1,2,1.85,0,0.067,0.8,0.133,0.953,-0.077,1,0.969,0.8315,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,2007,0.907,NA,2,1.85,0,0,0.867,0.133,0.953,-0.077,1,0.969,0.8315,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,2008,0.907,NA,2,1.85,0,0,0.867,0.133,0.953,-0.077,1,0.969,0.8315,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,2009,0.896,NA,2,1.85,0,0,0.867,0.133,0.953,0.118,1,0.969,0.8315,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,2010,0.892,1,2,1.85,0,0,0.867,0.133,0.953,-0.083,1,0.969,0.8315,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,2011,0.896,NA,2,1.85,0,0,0.867,0.133,0.953,-0.083,1,0.969,0.8315,NA,NA,NA,NA,NA,NA,1,0
"Czech Republic",316,2012,0.896,NA,2,1.85,0,0,0.867,0.133,0.953,-0.083,1,0.969,0.8315,174552528075.614,16606.9925391504,26.1,15.4,10510785,0,1,0
"Czech Republic",316,2013,0.868,1,2,1.85,0,0.083,0.833,0.083,0.953,0.207,1,0.97,NA,174472402052.95,16593.8642307285,26.5,14.6,10514272,0,1,0
"Czech Republic",316,2014,0.857,NA,2,1.85,0,0.083,0.833,0.083,0.953,-0.171,1,0.969,NA,178419147314.396,16951.3791150445,25.9,14.8,10525347,0,1,0
"Czech Republic",316,2015,0.857,NA,2,1.85,0,0.083,0.833,0.083,0.953,-0.171,1,0.968,NA,188033050459.881,17829.6983223668,25.9,14,10546059,0,1,0
"Czech Republic",316,2016,0.857,NA,2,1.85,0,0.083,0.833,0.083,0.953,-0.171,1,0.956,NA,192803983942.274,18247.0117295456,25.4,13.3,10566332,0,1,0
"Czech Republic",316,2017,0.851,1,2,1.85,0,0.182,0.727,0.091,0.953,0.636,1,0.955,NA,202769490319.63,19139.2398841383,24.9,12.2,10594438,0,1,0
"Czech Republic",316,2018,0.818,NA,2,1.85,0,0.182,0.727,0.091,0.926,-0.189,1,0.96,NA,209255388993.343,19685.4944824973,25,12.2,10629928,0,1,0
"Czech Republic",316,2019,0.808,NA,2,1.85,0,0.222,0.556,0.222,0.953,-0.189,1,0.96,NA,215594735504.853,20202.1515915067,25.3,12.5,10671870,0,1,0
"Czech Republic",316,2020,0.805,NA,2,1.85,0,0.111,0.778,0.111,0.953,-0.189,1,0.943,NA,203094954011.891,18984.6372995314,NA,11.9,10697858,NA,1,0
"Czech Republic",316,2021,0.805,1,2,1.85,0,0.111,0.778,0.111,0.953,-0.391,1,0.945,NA,209883713603.334,19608.9851439745,NA,NA,10703446,NA,1,0
"Denmark",390,1990,0.907,1,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,202014449528.001,39295.2434424919,NA,NA,5140939,NA,1,0
"Denmark",390,1991,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,1992,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,1993,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,1994,0.907,1,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,1995,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,1996,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,1997,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,1998,0.905,1,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,1999,0.904,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,2000,0.904,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,262932986641.725,49241.9280041345,23.8,NA,5339616,0,1,0
"Denmark",390,2001,0.904,1,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,2002,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,2003,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,2004,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,2005,0.918,1,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,2006,0.919,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,2007,0.919,1,1,1.781,0,0.6,0.4,0,0.992,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,2008,0.918,NA,1,1.781,0,0.6,0.4,0,0.985,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,2009,0.918,NA,1,1.781,0,0.6,0.4,0,0.985,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,2010,0.918,NA,1,1.781,0,0.6,0.4,0,0.985,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,2011,0.917,1,1,1.781,0,0.6,0.4,0,0.985,-0.282,1,0.993,0.5025526,NA,NA,NA,NA,NA,NA,1,0
"Denmark",390,2012,0.915,NA,1,1.781,0,0.6,0.4,0,0.985,-0.282,1,0.993,0.5025526,288340817827.024,51567.0401502519,27.8,17.5,5591572,0,1,0
"Denmark",390,2013,0.915,NA,1,1.781,0,0.667,0.333,0,0.973,-0.282,1,0.991,NA,291032020819.874,51831.7979309232,28.5,18.3,5614932,0.3,1,0
"Denmark",390,2014,0.915,NA,1,1.781,0,0.667,0.333,0,0.973,-0.282,1,0.991,NA,295744975353.148,52404.7639713382,28.4,17.9,5643475,0.1,1,0
"Denmark",390,2015,0.915,1,1,1.781,0,0.7,0.3,0,0.968,0.215,1,0.992,NA,302673070846.857,53254.8563700916,28.2,17.7,5683483,0.1,1,0
"Denmark",390,2016,0.914,NA,1,1.781,0,0.7,0.3,0,0.968,0.215,1,0.992,NA,312497708532.463,54556.0689545694,28.2,16.8,5728010,0.2,1,0
"Denmark",390,2017,0.914,NA,1,1.781,0,0.667,0.333,0,0.968,-0.119,1,0.992,NA,321315569939.823,55735.7649011485,28.7,17.2,5764980,0.1,1,0
"Denmark",390,2018,0.914,NA,1,1.781,0,0.75,0.25,0,0.968,-0.119,1,0.991,NA,327708263102.566,56563.4884729669,28.2,17.4,5793636,0.1,1,0
"Denmark",390,2019,0.911,1,1,1.781,0,0.714,0.286,0,0.968,0.399,1,0.99,NA,334638192450.446,57553.1312399488,27.7,16.5,5814422,0.2,1,0
"Denmark",390,2020,0.908,NA,1,1.781,0,0.625,0.375,0,0.971,-0.125,1,0.974,NA,327737534762.376,56202.1658527477,NA,15.9,5831404,NA,1,0
"Denmark",390,2021,0.908,NA,1,1.781,0,0.667,0.333,0,0.971,0.679,1,0.978,NA,343119676429.172,58585.5077274603,NA,NA,5856733,NA,1,0
"Ecuador",130,1990,0.73,1,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.739,NA,43683854187.3025,4269.78289534966,NA,NA,10230931,NA,0,0
"Ecuador",130,1991,0.73,NA,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.739,NA,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,1992,0.729,1,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.739,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,1993,0.719,NA,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.748,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,1994,0.71,1,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.748,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,1995,0.711,NA,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.748,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,1996,0.711,1,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.737,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,1997,0.711,NA,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.731,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,1998,0.708,0,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.789,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,1999,0.705,NA,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.789,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,2000,0.703,NA,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.795,0.8815,53379221434.2819,4209.34497948501,56.4,NA,12681123,11.7,0,0
"Ecuador",130,2001,0.703,NA,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.795,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,2002,0.704,1,1,0.299,0,0.6,0.4,0,0.898,1.343,0.75,0.795,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,2003,0.706,NA,1,0.299,0,0.6,0.4,0,0.946,1.343,0.75,0.795,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,2004,0.706,NA,1,0.299,0,0.6,0.4,0,0.946,1.343,0.75,0.795,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,2005,0.706,NA,1,0.299,0,0.357,0.643,0,0.946,1.343,0.75,0.795,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,2006,0.711,1,1,0.299,0,0.357,0.643,0,0.946,1.343,0.5,0.804,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,2007,0.672,NA,1,1.055,0,0.357,0.643,0,0.943,1.643,0.25,0.848,0.8815,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,2008,0.646,NA,1,1.701,0,0.267,0.733,0,0.937,-1.111,0.25,0.846,0.4709375,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,2009,0.622,1,1,1.701,0,0.133,0.867,0,0.937,-0.919,0.25,0.856,0.4709375,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,2010,0.592,NA,1,1.701,0,0.133,0.867,0,0.937,-0.919,0,0.836,0.4709375,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,2011,0.59,NA,1,1.701,0,0.133,0.867,0,0.937,-0.661,0,0.836,0.4709375,NA,NA,NA,NA,NA,NA,0,0
"Ecuador",130,2012,0.591,NA,1,1.701,0,0.133,0.867,0,0.937,-0.661,0,0.836,0.4709375,91066617872.099,5885.09986087713,46.1,37.83,15474099,1.5,0,0
"Ecuador",130,2013,0.57,2,1,1.701,0,0.2,0.8,0,0.937,-0.219,0,0.828,NA,95571238385.5329,6084.44390676545,46.9,38.66,15707473,1,0,0
"Ecuador",130,2014,0.56,NA,1,1.701,0,0.2,0.8,0,0.937,-0.219,0,0.828,NA,99192306978.8112,6218.23919527307,45,37.37,15951832,0.8,0,0
"Ecuador",130,2015,0.565,NA,1,1.701,0,0.2,0.8,0,0.937,-0.219,0,0.833,NA,99290381000,6124.49088707134,46,34.95,16212022,1.2,0,0
"Ecuador",130,2016,0.563,NA,1,1.701,0,0.2,0.8,0,0.937,-0.219,0,0.833,NA,98072699669.1292,5947.00198998838,45,35.1,16491116,1.2,0,0
"Ecuador",130,2017,0.6,2,1,1.701,0.067,0.267,0.667,0,0.954,-1.082,0.25,0.863,NA,100395440274.107,5981.13261786687,44.7,34.59,16785356,1.1,0,0
"Ecuador",130,2018,0.676,NA,1,1.701,0,0.267,0.733,0,0.949,-1.659,0.75,0.865,NA,101689830586.566,5952.21808360301,45.4,37.86,17084359,1,0,0
"Ecuador",130,2019,0.655,NA,1,1.701,0,0.364,0.636,0,0.949,-1.659,0.75,0.863,NA,101702140245.144,5853.81305991847,45.7,38.13,17373657,1.1,0,0
"Ecuador",130,2020,0.649,NA,1,1.701,0,0.4,0.6,0,0.949,1.583,1,0.869,NA,93781977159.7812,5315.51653510112,47.3,NA,17643060,2.1,0,0
"Ecuador",130,2021,0.644,2,1,1.701,0,0.286,0.714,0,0.961,1.336,0.75,0.889,NA,97753879511.9558,5464.62932008375,NA,NA,17888474,NA,0,0
"Estonia",366,1990,0.798,1,1,0.848,0,0.2,0.6,0.2,0.443,-0.359,1,0.869,NA,NA,NA,NA,NA,1569174,NA,0,0
"Estonia",366,1991,0.59,NA,0,0.848,0,0.2,0.6,0.2,0.443,-0.359,0.75,0.903,NA,NA,NA,NA,NA,NA,NA,0,0
"Estonia",366,1992,0.448,1,1,1.774,0,0.2,0.6,0.2,0.492,-0.359,1,0.911,NA,NA,NA,NA,NA,NA,NA,0,1
"Estonia",366,1993,0.883,NA,1,1.774,0,0,0.8,0.2,0.492,-0.359,1,0.924,0.8660455,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,1994,0.867,NA,1,1.774,0,0,0.8,0.2,0.492,-0.359,1,0.921,0.8660455,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,1995,0.866,1,1,1.774,0,0,0.8,0.2,0.492,-0.359,1,0.932,0.8660455,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,1996,0.865,NA,1,1.774,0,0,0.8,0.2,0.492,-0.359,1,0.949,0.8660455,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,1997,0.865,NA,1,1.774,0,0,0.8,0.2,0.492,-0.359,1,0.953,0.8660455,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,1998,0.865,NA,1,1.774,0,0,0.8,0.2,0.492,-0.359,1,0.953,0.8660455,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,1999,0.867,1,1,1.774,0,0,0.8,0.2,0.492,-0.359,1,0.959,0.8660455,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,2000,0.868,NA,1,1.774,0,0,0.8,0.2,0.492,-0.359,1,0.961,0.8660455,13914164835.0824,9960.13903877452,NA,NA,1396985,NA,1,0
"Estonia",366,2001,0.868,NA,1,1.774,0,0,0.8,0.2,0.492,-0.359,1,0.961,0.8660455,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,2002,0.867,NA,1,1.774,0,0,1,0,0.492,-0.359,1,0.966,0.8660455,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,2003,0.866,1,1,1.774,0,0,1,0,0.492,-0.359,1,0.966,0.844,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,2004,0.867,NA,1,1.774,0,0,1,0,0.492,-0.359,1,0.966,0.844,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,2005,0.867,NA,1,1.774,0,0,0.833,0.167,0.492,-0.359,1,0.966,0.844,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,2006,0.867,NA,1,1.774,0,0,0.833,0.167,0.492,-0.359,1,0.967,0.844,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,2007,0.867,1,1,1.774,0,0,0.833,0.167,0.492,-0.359,1,0.971,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,2008,0.87,NA,1,1.774,0,0,0.833,0.167,0.492,-0.359,1,0.971,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,2009,0.87,NA,1,1.774,0,0,0.833,0.167,0.492,-0.359,1,0.974,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,2010,0.875,NA,1,1.774,0,0,0.833,0.167,0.492,-0.359,1,0.974,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,2011,0.876,1,1,1.774,0,0,0.833,0.167,0.492,-0.359,1,0.974,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Estonia",366,2012,0.877,NA,1,1.774,0,0,0.833,0.167,0.492,-0.359,1,0.974,0.8565,21503693454.807,16257.4722043516,32.9,23.4,1322696,0.4,1,0
"Estonia",366,2013,0.876,NA,1,1.774,0,0,0.778,0.222,0.492,-0.359,1,0.977,NA,21817309477.984,16553.383261103,35.1,23.5,1317997,0.6,1,0
"Estonia",366,2014,0.881,NA,1,1.774,0,0,0.778,0.222,0.492,-0.359,1,0.977,NA,22474308645.6805,17096.6445771582,34.6,26,1314545,0.5,1,0
"Estonia",366,2015,0.889,1,1,1.774,0,0,0.778,0.222,0.492,-0.359,1,0.977,NA,22890762090.1508,17402.0376128079,32.7,24.2,1315407,0.4,1,0
"Estonia",366,2016,0.902,NA,1,1.774,0,0,0.778,0.222,0.492,-0.359,1,0.977,NA,23613094924.4117,17945.9449641749,31.2,24.4,1315790,0.3,1,0
"Estonia",366,2017,0.901,NA,1,1.774,0,0,0.778,0.222,0.492,-0.359,1,0.977,NA,24980775931.5047,18962.4103006448,30.4,23.4,1317384,0.2,1,0
"Estonia",366,2018,0.901,NA,1,1.774,0,0,0.714,0.286,0.492,-0.359,1,0.977,NA,26013436192.7348,19677.6768375961,30.3,24.4,1321977,0.2,1,0
"Estonia",366,2019,0.889,1,1,1.774,0,0,0.667,0.333,0.492,-0.359,1,0.971,NA,27079035672.6617,20408.4362440973,30.8,24.3,1326855,0.3,1,0
"Estonia",366,2020,0.889,NA,1,1.774,0,0,0.6,0.4,0.492,-0.359,1,0.973,NA,26279914560.7535,19767.0776001377,NA,23.3,1329479,NA,1,0
"Estonia",366,2021,0.891,NA,1,1.774,0,0,0.6,0.4,0.492,-0.359,1,0.975,NA,28474143838.4109,21421.1458746116,NA,NA,1329254,NA,1,0
"Finland",375,1990,0.859,NA,1,-1.145,0,0.8,0.2,0,0.489,1.318,1,0.99,0.27284315,155975322164.062,31279.9519664591,NA,NA,4986431,NA,1,0
"Finland",375,1991,0.866,1,1,-1.145,0,0.8,0.2,0,0.489,1.318,1,0.99,0.27284315,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,1992,0.866,NA,1,-1.145,0,0.8,0.2,0,0.489,1.318,1,0.99,0.27284315,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,1993,0.875,NA,1,-1.145,0,0.8,0.2,0,0.489,1.318,1,0.99,0.27284315,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,1994,0.875,NA,1,-1.145,0,0.8,0.2,0,0.489,1.318,1,0.99,0.27284315,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,1995,0.874,1,1,-1.145,0,0.8,0.2,0,0.489,1.318,1,0.99,0.27284315,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,1996,0.874,NA,1,-1.145,0,0.6,0.4,0,0.489,1.318,1,0.99,0.27284315,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,1997,0.874,NA,1,-1.145,0,0.6,0.4,0,0.489,1.318,1,0.99,0.27284315,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,1998,0.874,NA,1,-1.145,0,0.6,0.4,0,0.489,1.318,1,0.99,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,1999,0.876,1,1,-1.145,0,0.6,0.4,0,0.489,1.318,1,0.99,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,2000,0.877,NA,1,-1.145,0,0.6,0.4,0,0.489,-0.224,1,0.99,0.8565,196097527314.844,37884.3913209153,27.2,NA,5176209,0,1,0
"Finland",375,2001,0.877,NA,1,-1.145,0,0.6,0.4,0,0.489,-0.224,1,0.99,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,2002,0.877,NA,1,-1.145,0,0.6,0.4,0,0.489,-0.224,1,0.99,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,2003,0.872,1,1,-1.145,0,0.6,0.4,0,0.489,-0.224,1,0.99,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,2004,0.871,NA,1,-1.145,0,0.6,0.4,0,0.489,-0.224,1,0.99,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,2005,0.871,NA,1,-1.145,0,0.667,0.333,0,0.489,-0.224,1,0.99,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,2006,0.882,NA,1,-1.145,0,0.667,0.333,0,0.489,-0.224,1,0.99,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,2007,0.882,1,1,-1.145,0,0.583,0.417,0,0.489,-0.224,1,0.99,0.8565,NA,NA,NA,NA,NA,NA,1,0
"Finland",375,2008,0.881,NA,1,-1.145,0,0.583,0.417,0,0.489,-0.224,1,0.99,0.8565,NA,NA,NA,NA,NA,NA,1,0
