"country_name","cowcode","year","v2x_polyarchy","v2elparlel","v2lgbicam","v2jureview","v2csstruc_0","v2csstruc_1","v2csstruc_2","v2csstruc_3","v2x_feduni","v2x_divparctrl","e_v2xlg_legcon_5C","v2xcl_rol","lvaw_garriga"
"Botswana",571,1995,0.691,NA,1,1.854,0,0.2,0.8,0,0.483,-0.297,1,0.88,0.32725
"Botswana",571,1996,0.691,NA,1,1.854,0,0.2,0.8,0,0.483,-0.297,1,0.88,0.51587504
"Botswana",571,1997,0.709,NA,1,1.854,0,0.2,0.8,0,0.483,-0.297,1,0.88,0.51587504
"Botswana",571,1998,0.709,NA,1,1.854,0,0.2,0.8,0,0.483,-0.297,1,0.883,0.51587504
"Botswana",571,1999,0.709,0,1,1.854,0,0.2,0.8,0,0.483,-0.297,1,0.912,0.51587504
"Botswana",571,2000,0.705,NA,1,1.854,0,0.2,0.8,0,0.483,-0.297,1,0.912,0.51587504
"Botswana",571,2001,0.705,NA,1,1.854,0,0.2,0.8,0,0.483,-0.297,1,0.912,0.51587504
"Botswana",571,2002,0.705,NA,1,1.854,0,0.2,0.8,0,0.483,-0.297,1,0.912,0.51587504
"Botswana",571,2003,0.705,NA,1,1.854,0,0.2,0.8,0,0.483,-0.297,1,0.912,0.51587504
"Botswana",571,2004,0.716,0,1,1.854,0,0.2,0.8,0,0.483,-0.297,1,0.912,0.51587504
"Botswana",571,2005,0.725,NA,1,1.854,0,0.333,0.667,0,0.483,-0.297,1,0.912,0.51587504
"Botswana",571,2006,0.723,NA,1,1.854,0,0.333,0.667,0,0.476,-0.297,1,0.912,0.51587504
"Botswana",571,2007,0.727,NA,1,1.854,0,0.333,0.667,0,0.476,-0.297,1,0.905,0.51587504
"Botswana",571,2008,0.72,NA,1,1.854,0,0.333,0.667,0,0.476,-0.297,1,0.905,0.51587504
"Botswana",571,2009,0.724,0,1,1.854,0,0.364,0.636,0,0.476,-0.297,1,0.907,0.51587504
"Botswana",571,2010,0.72,NA,1,1.854,0,0.417,0.583,0,0.469,-0.297,1,0.918,0.51587504
"Botswana",571,2011,0.723,NA,1,1.854,0,0.417,0.583,0,0.469,-0.297,1,0.918,0.51587504
"Botswana",571,2012,0.723,NA,1,1.854,0,0.417,0.583,0,0.469,-0.297,0.75,0.911,0.51587504
"Botswana",571,2013,0.715,NA,1,1.854,0,0.5,0.4,0.1,0.469,-0.297,1,0.915,NA
"Botswana",571,2014,0.712,0,1,1.854,0,0.5,0.4,0.1,0.469,-0.297,1,0.916,NA
"Botswana",571,2015,0.702,NA,1,1.854,0,0.556,0.333,0.111,0.454,-0.297,1,0.919,NA
"Botswana",571,2016,0.699,NA,1,1.854,0,0.556,0.333,0.111,0.454,-0.297,1,0.912,NA
"Botswana",571,2017,0.685,NA,1,1.854,0,0.444,0.444,0.111,0.418,-0.297,1,0.911,NA
"Botswana",571,2018,0.691,NA,1,1.854,0,0.5,0.375,0.125,0.393,-0.902,1,0.911,NA
"Botswana",571,2019,0.672,0,1,1.854,0,0.429,0.429,0.143,0.377,-0.902,1,0.921,NA
"Botswana",571,2020,0.596,NA,1,1.854,0,0.571,0.286,0.143,0.377,-0.902,0.75,0.917,NA
"Botswana",571,2021,0.595,NA,1,1.854,0,0.6,0.2,0.2,0.496,-0.502,0.75,0.91,NA
"Brazil",140,1990,0.816,1,2,1.92,0,0.333,0.667,0,0.981,0.978,1,0.837,0.2548816
"Brazil",140,1991,0.842,NA,2,1.92,0,0.333,0.667,0,0.981,0.978,1,0.848,0.2548816
"Brazil",140,1992,0.852,NA,2,1.92,0,0.333,0.667,0,0.981,0.713,1,0.848,0.2548816
"Brazil",140,1993,0.853,NA,2,1.92,0,0.333,0.667,0,0.981,0.312,1,0.85,0.2548816
"Brazil",140,1994,0.857,1,2,1.92,0,0.333,0.667,0,0.981,0.332,1,0.857,0.2548816
"Brazil",140,1995,0.857,NA,2,1.92,0,0.167,0.833,0,0.981,0.298,1,0.86,0.2548816
"Brazil",140,1996,0.859,NA,2,1.92,0,0.167,0.833,0,0.981,0.298,1,0.86,0.2548816
"Brazil",140,1997,0.859,NA,2,1.92,0,0.167,0.833,0,0.981,0.298,1,0.86,0.2548816
"Brazil",140,1998,0.86,1,2,1.92,0,0.167,0.833,0,0.981,0.23,1,0.86,0.2548816
"Brazil",140,1999,0.862,NA,2,1.92,0,0.167,0.833,0,0.981,0.23,1,0.86,0.2548816
"Brazil",140,2000,0.865,NA,2,1.92,0,0.167,0.833,0,0.981,0.23,1,0.861,0.2548816
"Brazil",140,2001,0.865,NA,2,1.92,0,0.167,0.833,0,0.981,0.717,1,0.861,0.2548816
"Brazil",140,2002,0.867,1,2,1.92,0,0.167,0.833,0,0.981,0.222,1,0.868,0.2548816
"Brazil",140,2003,0.863,NA,2,1.92,0,0.167,0.833,0,0.981,0.719,1,0.868,0.2548816
"Brazil",140,2004,0.863,NA,2,1.92,0,0.167,0.833,0,0.981,0.73,1,0.868,0.2548816
"Brazil",140,2005,0.877,NA,2,1.92,0,0.188,0.75,0.062,0.981,0.73,1,0.879,0.2548816
"Brazil",140,2006,0.877,1,2,1.92,0,0.188,0.75,0.062,0.981,0.73,1,0.879,0.2548816
"Brazil",140,2007,0.873,NA,2,1.92,0,0.188,0.75,0.062,0.981,0.73,1,0.879,0.2548816
"Brazil",140,2008,0.873,NA,2,1.92,0,0.188,0.75,0.062,0.981,0.73,1,0.879,0.2548816
"Brazil",140,2009,0.873,NA,2,1.92,0,0.188,0.75,0.062,0.981,0.73,1,0.879,0.2548816
"Brazil",140,2010,0.877,1,2,1.92,0,0.188,0.75,0.062,0.981,0.73,1,0.879,0.2548816
"Brazil",140,2011,0.879,NA,2,1.92,0,0.188,0.75,0.062,0.981,0.73,1,0.879,0.2548816
"Brazil",140,2012,0.874,NA,2,1.92,0,0.188,0.75,0.062,0.981,0.73,1,0.879,0.2548816
"Brazil",140,2013,0.878,NA,2,1.92,0,0.214,0.714,0.071,0.981,0.73,1,0.866,NA
"Brazil",140,2014,0.878,1,2,1.92,0,0.214,0.714,0.071,0.981,0.73,1,0.866,NA
"Brazil",140,2015,0.872,NA,2,1.92,0,0.143,0.786,0.071,0.981,0.884,1,0.867,NA
"Brazil",140,2016,0.808,NA,2,1.92,0,0.167,0.75,0.083,0.981,0.817,1,0.838,NA
"Brazil",140,2017,0.775,NA,2,1.92,0,0.25,0.667,0.083,0.981,0.904,0.75,0.823,NA
"Brazil",140,2018,0.764,1,2,1.92,0,0.273,0.636,0.091,0.981,0.904,0.75,0.782,NA
"Brazil",140,2019,0.676,NA,2,1.92,0,0.333,0.667,0,0.942,1.072,0.75,0.667,NA
"Brazil",140,2020,0.678,NA,2,1.92,0,0.375,0.625,0,0.971,1.105,0.75,0.649,NA
"Brazil",140,2021,0.661,NA,2,1.92,0,0.429,0.571,0,0.939,1.261,1,0.645,NA
"Canada",20,1990,0.831,NA,2,1.897,0,0.4,0.6,0,0.988,-0.816,1,0.969,0.450625
"Canada",20,1991,0.831,NA,2,1.897,0,0.4,0.6,0,0.988,-0.816,1,0.969,0.450625
"Canada",20,1992,0.826,NA,2,1.897,0,0.4,0.6,0,0.988,-0.816,1,0.969,0.450625
"Canada",20,1993,0.827,0,2,1.897,0,0.4,0.6,0,0.988,-0.816,1,0.969,0.450625
"Canada",20,1994,0.833,NA,2,1.897,0,0.4,0.6,0,0.988,-0.816,1,0.969,0.450625
"Canada",20,1995,0.833,NA,2,1.897,0,0.4,0.6,0,0.988,-0.816,1,0.969,0.450625
"Canada",20,1996,0.837,NA,2,1.897,0,0.4,0.6,0,0.988,-0.816,1,0.969,0.450625
"Canada",20,1997,0.836,0,2,1.897,0,0.4,0.6,0,0.988,-0.816,1,0.972,0.450625
"Canada",20,1998,0.835,NA,2,1.897,0,0.2,0.6,0.2,0.988,-0.816,1,0.972,0.450625
"Canada",20,1999,0.835,NA,2,1.897,0,0.2,0.6,0.2,0.988,-0.816,1,0.972,0.450625
"Canada",20,2000,0.836,0,2,1.897,0,0.2,0.6,0.2,0.988,-0.816,1,0.972,0.450625
"Canada",20,2001,0.83,NA,2,1.897,0,0.2,0.6,0.2,0.988,-0.816,1,0.972,0.472375
"Canada",20,2002,0.826,NA,2,1.897,0,0.2,0.6,0.2,0.988,-0.816,1,0.972,0.472375
"Canada",20,2003,0.826,NA,2,1.897,0,0.2,0.6,0.2,0.988,-0.816,1,0.972,0.472375
"Canada",20,2004,0.825,0,2,1.897,0,0.2,0.6,0.2,0.988,-1.195,1,0.972,0.472375
"Canada",20,2005,0.824,NA,2,1.897,0,0.167,0.75,0.083,0.988,-1.195,1,0.972,0.472375
"Canada",20,2006,0.834,0,2,1.897,0,0.25,0.667,0.083,0.988,-1.195,1,0.972,0.472375
"Canada",20,2007,0.834,NA,2,1.897,0,0.25,0.667,0.083,0.988,-1.195,1,0.972,0.472375
"Canada",20,2008,0.833,0,2,1.897,0,0.25,0.667,0.083,0.988,-1.195,1,0.972,0.472375
"Canada",20,2009,0.832,NA,2,1.897,0,0.25,0.667,0.083,0.988,-1.195,1,0.972,0.472375
"Canada",20,2010,0.832,NA,2,1.897,0,0.214,0.714,0.071,0.988,-1.195,1,0.972,0.472375
"Canada",20,2011,0.814,0,2,1.897,0,0.214,0.714,0.071,0.988,-0.553,1,0.972,0.472375
"Canada",20,2012,0.807,NA,2,1.897,0,0.214,0.714,0.071,0.988,-0.553,1,0.972,0.472375
"Canada",20,2013,0.816,NA,2,1.897,0,0.167,0.75,0.083,0.974,-0.553,1,0.977,NA
"Canada",20,2014,0.808,NA,2,1.897,0,0.167,0.75,0.083,0.974,-0.553,1,0.977,NA
"Canada",20,2015,0.812,0,2,1.897,0,0.2,0.7,0.1,0.986,-0.553,1,0.977,NA
"Canada",20,2016,0.841,NA,2,1.897,0,0.2,0.7,0.1,0.986,-0.553,1,0.978,NA
"Canada",20,2017,0.846,NA,2,1.897,0,0.286,0.714,0,0.964,-0.553,1,0.974,NA
"Canada",20,2018,0.847,NA,2,1.897,0,0.286,0.714,0,0.984,-0.553,1,0.973,NA
"Canada",20,2019,0.851,0,2,1.897,0,0.167,0.833,0,0.984,-0.553,1,0.962,NA
"Canada",20,2020,0.862,NA,2,1.897,0,0.2,0.8,0,0.984,-1.034,0.75,0.961,NA
"Canada",20,2021,0.857,0,2,1.897,0,0.2,0.8,0,0.984,-1.034,0.75,0.966,NA
"Chile",155,1990,0.733,NA,2,0.24,0,0,1,0,0,0.536,1,0.905,0.819
"Chile",155,1991,0.828,NA,2,0.24,0,0,1,0,0,0.536,1,0.939,0.819
"Chile",155,1992,0.828,NA,2,0.24,0,0,1,0,0.479,0.536,1,0.939,0.819
"Chile",155,1993,0.826,1,2,0.24,0,0,1,0,0.479,0.536,1,0.939,0.819
"Chile",155,1994,0.864,NA,2,0.24,0,0,1,0,0.479,0.536,1,0.939,0.819
"Chile",155,1995,0.864,NA,2,0.24,0,0,1,0,0.479,0.536,1,0.939,0.819
"Chile",155,1996,0.864,NA,2,0.24,0,0,1,0,0.479,0.536,1,0.943,0.819
"Chile",155,1997,0.864,1,2,0.24,0,0,1,0,0.479,0.536,1,0.943,0.819
"Chile",155,1998,0.865,NA,2,0.24,0,0,1,0,0.479,0.536,1,0.943,0.819
"Chile",155,1999,0.861,NA,2,0.24,0,0,1,0,0.479,0.536,1,0.947,0.819
"Chile",155,2000,0.882,NA,2,0.24,0,0,1,0,0.479,0.536,1,0.946,0.819
"Chile",155,2001,0.882,1,2,0.24,0,0,1,0,0.479,0.536,1,0.946,0.819
"Chile",155,2002,0.883,NA,2,0.24,0,0,1,0,0.479,0.536,1,0.948,0.819
"Chile",155,2003,0.883,NA,2,0.24,0,0,1,0,0.479,0.536,1,0.948,0.819
"Chile",155,2004,0.883,NA,2,0.24,0,0,1,0,0.479,0.536,1,0.948,0.819
"Chile",155,2005,0.881,1,2,1.84,0,0.143,0.786,0.071,0.479,0.536,1,0.948,0.819
"Chile",155,2006,0.892,NA,2,1.84,0,0.143,0.786,0.071,0.479,0.429,1,0.948,0.819
"Chile",155,2007,0.892,NA,2,1.84,0,0.143,0.786,0.071,0.479,0.429,1,0.948,0.819
"Chile",155,2008,0.892,NA,2,1.84,0,0.143,0.786,0.071,0.479,0.534,1,0.95,0.819
"Chile",155,2009,0.891,1,2,1.84,0,0.143,0.786,0.071,0.479,0.534,1,0.95,0.819
"Chile",155,2010,0.893,NA,2,1.84,0,0.133,0.8,0.067,0.479,0.773,1,0.955,0.819
"Chile",155,2011,0.896,NA,2,1.84,0,0.133,0.8,0.067,0.479,0.773,1,0.955,0.819
"Chile",155,2012,0.895,NA,2,1.84,0,0.133,0.8,0.067,0.479,0.773,1,0.955,0.819
"Chile",155,2013,0.895,1,2,1.84,0,0.231,0.692,0.077,0.593,0.773,1,0.965,NA
"Chile",155,2014,0.894,NA,2,1.84,0,0.231,0.692,0.077,0.593,0.34,1,0.964,NA
"Chile",155,2015,0.89,NA,2,1.84,0,0.231,0.692,0.077,0.583,0.34,1,0.954,NA
"Chile",155,2016,0.891,NA,2,1.84,0,0.231,0.692,0.077,0.583,0.34,1,0.954,NA
"Chile",155,2017,0.892,1,2,1.84,0,0.231,0.692,0.077,0.621,0.34,1,0.954,NA
"Chile",155,2018,0.873,NA,2,1.84,0,0.2,0.7,0.1,0.614,0.808,1,0.942,NA
"Chile",155,2019,0.83,NA,2,1.84,0,0.333,0.556,0.111,0.623,0.808,1,0.938,NA
"Chile",155,2020,0.835,NA,2,1.84,0,0.125,0.75,0.125,0.623,0.808,1,0.894,NA
"Chile",155,2021,0.834,1,2,1.84,0,0.125,0.625,0.25,0.824,1.033,1,0.917,NA
"Costa Rica",94,1990,0.896,1,1,1.872,0,0.4,0.6,0,0.488,-0.507,1,0.965,0.474
"Costa Rica",94,1991,0.899,NA,1,1.872,0,0.4,0.6,0,0.488,-0.507,1,0.973,0.474
"Costa Rica",94,1992,0.899,NA,1,1.872,0,0.4,0.6,0,0.488,-0.507,1,0.973,0.474
"Costa Rica",94,1993,0.899,NA,1,1.872,0,0.4,0.6,0,0.488,-0.507,1,0.973,0.474
"Costa Rica",94,1994,0.898,1,1,1.872,0,0.4,0.6,0,0.488,-0.507,1,0.973,0.474
"Costa Rica",94,1995,0.898,NA,1,1.872,0,0.4,0.6,0,0.488,-1.452,1,0.973,0.73425
"Costa Rica",94,1996,0.898,NA,1,1.872,0,0.4,0.6,0,0.488,-1.452,1,0.973,0.73425
"Costa Rica",94,1997,0.898,NA,1,1.872,0,0.4,0.6,0,0.488,-1.452,1,0.976,0.73425
"Costa Rica",94,1998,0.9,1,1,1.872,0,0.4,0.6,0,0.488,-1.452,1,0.976,0.73425
"Costa Rica",94,1999,0.9,NA,1,1.872,0,0.4,0.6,0,0.488,-1.452,1,0.976,0.73425
"Costa Rica",94,2000,0.901,NA,1,1.872,0,0.4,0.6,0,0.488,-1.452,1,0.976,0.73425
"Costa Rica",94,2001,0.901,NA,1,1.872,0,0.4,0.6,0,0.488,-1.452,1,0.976,0.73425
"Costa Rica",94,2002,0.904,1,1,1.872,0,0.4,0.6,0,0.488,1.557,1,0.976,0.73425
"Costa Rica",94,2003,0.904,NA,1,1.872,0,0.4,0.6,0,0.488,1.265,1,0.976,0.73425
"Costa Rica",94,2004,0.902,NA,1,1.872,0,0.4,0.6,0,0.488,1.265,1,0.976,0.73425
"Costa Rica",94,2005,0.902,NA,1,1.872,0,0.167,0.833,0,0.488,1.265,1,0.967,0.73425
"Costa Rica",94,2006,0.909,1,1,1.872,0,0.167,0.833,0,0.488,1.265,1,0.967,0.73425
"Costa Rica",94,2007,0.912,NA,1,1.872,0,0.167,0.833,0,0.488,1.265,1,0.968,0.73425
"Costa Rica",94,2008,0.912,NA,1,1.872,0,0.167,0.833,0,0.488,1.265,1,0.968,0.73425
"Costa Rica",94,2009,0.912,NA,1,1.872,0,0.167,0.833,0,0.488,1.265,1,0.968,0.73425
"Costa Rica",94,2010,0.915,1,1,1.872,0,0.167,0.833,0,0.488,1.265,1,0.968,0.73425
"Costa Rica",94,2011,0.916,NA,1,1.872,0,0.167,0.833,0,0.488,1.346,1,0.968,0.73425
"Costa Rica",94,2012,0.913,NA,1,1.872,0,0.167,0.833,0,0.488,1.268,1,0.973,0.73425
"Costa Rica",94,2013,0.913,NA,1,1.872,0,0.091,0.909,0,0.488,1.396,1,0.966,NA
"Costa Rica",94,2014,0.912,1,1,1.872,0,0.091,0.909,0,0.488,1.266,1,0.971,NA
"Costa Rica",94,2015,0.912,NA,1,1.872,0,0.2,0.8,0,0.488,1.361,1,0.972,NA
"Costa Rica",94,2016,0.908,NA,1,1.872,0,0.25,0.75,0,0.488,1.361,1,0.975,NA
"Costa Rica",94,2017,0.906,NA,1,1.872,0,0.25,0.75,0,0.487,1.313,1,0.975,NA
"Costa Rica",94,2018,0.897,1,1,1.872,0,0.286,0.714,0,0.493,1.186,1,0.954,NA
"Costa Rica",94,2019,0.899,NA,1,1.872,0,0.286,0.714,0,0.485,1.186,1,0.967,NA
"Costa Rica",94,2020,0.903,NA,1,1.872,0,0.167,0.833,0,0.485,1.186,1,0.968,NA
"Costa Rica",94,2021,0.9,NA,1,1.872,0,0.2,0.8,0,0.485,1.186,1,0.968,NA
"Cyprus",352,1990,0.755,NA,1,1.129,0,0.4,0.6,0,0.479,0.732,1,0.816,NA
"Cyprus",352,1991,0.772,1,1,1.129,0,0.4,0.6,0,0.479,0.732,1,0.816,NA
"Cyprus",352,1992,0.782,NA,1,1.129,0,0.4,0.6,0,0.479,0.732,1,0.816,NA
"Cyprus",352,1993,0.776,NA,1,1.129,0,0.4,0.6,0,0.479,0.732,1,0.816,NA
"Cyprus",352,1994,0.776,NA,1,1.129,0,0.4,0.6,0,0.479,0.732,1,0.828,NA
"Cyprus",352,1995,0.776,NA,1,1.129,0,0.4,0.6,0,0.479,0.732,1,0.814,NA
"Cyprus",352,1996,0.78,1,1,1.129,0,0.4,0.6,0,0.479,0.732,1,0.814,NA
"Cyprus",352,1997,0.783,NA,1,1.129,0,0.4,0.6,0,0.479,0.732,1,0.814,NA
"Cyprus",352,1998,0.765,NA,1,1.129,0,0.4,0.6,0,0.479,0.732,1,0.814,NA
"Cyprus",352,1999,0.768,NA,1,1.129,0,0.4,0.6,0,0.479,0.485,1,0.823,NA
"Cyprus",352,2000,0.797,NA,1,1.129,0,0.4,0.6,0,0.479,0.485,1,0.846,NA
"Cyprus",352,2001,0.804,1,1,1.129,0,0.4,0.6,0,0.479,0.485,1,0.846,NA
"Cyprus",352,2002,0.81,NA,1,1.129,0,0.4,0.6,0,0.479,0.485,1,0.846,0.5751754
"Cyprus",352,2003,0.806,NA,1,1.129,0,0.4,0.6,0,0.479,0.485,0.75,0.846,0.5751754
"Cyprus",352,2004,0.832,NA,1,1.129,0,0.4,0.6,0,0.479,0.485,0.75,0.911,0.5751754
"Cyprus",352,2005,0.832,NA,1,1.129,0,0.333,0.667,0,0.479,0.485,0.75,0.911,0.5751754
"Cyprus",352,2006,0.841,1,1,1.129,0,0.333,0.667,0,0.479,0.485,0.75,0.911,0.5751754
"Cyprus",352,2007,0.848,NA,1,1.129,0,0.333,0.667,0,0.479,0.485,0.75,0.919,0.5751754
"Cyprus",352,2008,0.845,NA,1,1.129,0,0.333,0.667,0,0.479,0.536,0.75,0.925,0.5751754
"Cyprus",352,2009,0.846,NA,1,1.129,0,0.444,0.556,0,0.479,0.536,0.75,0.929,0.5751754
"Cyprus",352,2010,0.851,NA,1,1.129,0,0.444,0.556,0,0.479,0.785,0.75,0.94,0.5751754
"Cyprus",352,2011,0.854,1,1,1.129,0,0.444,0.556,0,0.479,0.785,0.75,0.94,0.5751754
"Cyprus",352,2012,0.853,NA,1,1.129,0,0.444,0.556,0,0.479,0.785,0.75,0.94,0.5751754
"Cyprus",352,2013,0.854,NA,1,1.129,0,0.5,0.5,0,0.479,0.611,0.75,0.96,NA
"Cyprus",352,2014,0.852,NA,1,1.129,0,0.5,0.5,0,0.479,0.611,0.75,0.96,NA
"Cyprus",352,2015,0.853,NA,1,1.129,0,0.5,0.5,0,0.479,0.85,0.75,0.96,NA
"Cyprus",352,2016,0.856,1,1,1.129,0,0.5,0.5,0,0.479,0.85,0.75,0.96,NA
"Cyprus",352,2017,0.852,NA,1,1.129,0,0.5,0.5,0,0.481,1.059,1,0.959,NA
"Cyprus",352,2018,0.842,NA,1,1.129,0,0.5,0.5,0,0.481,1.059,1,0.958,NA
"Cyprus",352,2019,0.85,NA,1,1.129,0,0.429,0.571,0,0.478,1.059,0.75,0.946,NA
"Cyprus",352,2020,0.819,NA,1,1.129,0,0.5,0.5,0,0.444,-0.918,1,0.938,NA
"Cyprus",352,2021,0.816,1,1,1.129,0,0.6,0.2,0.2,0.444,1.053,0.75,0.927,NA
"Czech Republic",315,1990,0.651,1,2,-0.784,0,0,0.667,0.333,0.704,0.141,1,0.963,NA
"Czech Republic",315,1991,0.889,NA,2,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,NA
"Czech Republic",315,1992,0.891,1,2,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,NA
"Czech Republic",316,1993,0.9,NA,1,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225
"Czech Republic",316,1994,0.9,NA,1,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225
"Czech Republic",316,1995,0.9,NA,1,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225
"Czech Republic",316,1996,0.9,1,1,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225
"Czech Republic",316,1997,0.901,NA,2,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225
"Czech Republic",316,1998,0.889,1,2,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225
"Czech Republic",316,1999,0.88,NA,2,1.85,0,0,0.667,0.333,0.704,0.141,1,0.963,0.69372225
"Czech Republic",316,2000,0.88,NA,2,1.85,0,0,0.667,0.333,0.953,0.141,1,0.963,0.69372225
"Czech Republic",316,2001,0.88,NA,2,1.85,0,0,0.833,0.167,0.953,0.141,1,0.963,0.69372225
"Czech Republic",316,2002,0.89,1,2,1.85,0,0,0.833,0.167,0.953,0.141,1,0.963,0.8315
"Czech Republic",316,2003,0.898,NA,2,1.85,0,0,0.833,0.167,0.953,0.141,1,0.963,0.8315
"Czech Republic",316,2004,0.9,NA,2,1.85,0,0,0.833,0.167,0.953,0.141,1,0.963,0.8315
"Czech Republic",316,2005,0.9,NA,2,1.85,0,0.067,0.8,0.133,0.953,0.141,1,0.965,0.8315
"Czech Republic",316,2006,0.904,1,2,1.85,0,0.067,0.8,0.133,0.953,-0.077,1,0.969,0.8315
"Czech Republic",316,2007,0.907,NA,2,1.85,0,0,0.867,0.133,0.953,-0.077,1,0.969,0.8315
"Czech Republic",316,2008,0.907,NA,2,1.85,0,0,0.867,0.133,0.953,-0.077,1,0.969,0.8315
"Czech Republic",316,2009,0.896,NA,2,1.85,0,0,0.867,0.133,0.953,0.118,1,0.969,0.8315
"Czech Republic",316,2010,0.892,1,2,1.85,0,0,0.867,0.133,0.953,-0.083,1,0.969,0.8315
"Czech Republic",316,2011,0.896,NA,2,1.85,0,0,0.867,0.133,0.953,-0.083,1,0.969,0.8315
"Czech Republic",316,2012,0.896,NA,2,1.85,0,0,0.867,0.133,0.953,-0.083,1,0.969,0.8315
"Czech Republic",316,2013,0.868,1,2,1.85,0,0.083,0.833,0.083,0.953,0.207,1,0.97,NA
"Czech Republic",316,2014,0.857,NA,2,1.85,0,0.083,0.833,0.083,0.953,-0.171,1,0.969,NA
"Czech Republic",316,2015,0.857,NA,2,1.85,0,0.083,0.833,0.083,0.953,-0.171,1,0.968,NA
"Czech Republic",316,2016,0.857,NA,2,1.85,0,0.083,0.833,0.083,0.953,-0.171,1,0.956,NA
"Czech Republic",316,2017,0.851,1,2,1.85,0,0.182,0.727,0.091,0.953,0.636,1,0.955,NA
"Czech Republic",316,2018,0.818,NA,2,1.85,0,0.182,0.727,0.091,0.926,-0.189,1,0.96,NA
"Czech Republic",316,2019,0.808,NA,2,1.85,0,0.222,0.556,0.222,0.953,-0.189,1,0.96,NA
"Czech Republic",316,2020,0.805,NA,2,1.85,0,0.111,0.778,0.111,0.953,-0.189,1,0.943,NA
"Czech Republic",316,2021,0.805,1,2,1.85,0,0.111,0.778,0.111,0.953,-0.391,1,0.945,NA
"Denmark",390,1990,0.907,1,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,1991,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,1992,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,1993,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,1994,0.907,1,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,1995,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,1996,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,1997,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,1998,0.905,1,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,1999,0.904,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,2000,0.904,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,2001,0.904,1,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,2002,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,2003,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,2004,0.907,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,2005,0.918,1,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,2006,0.919,NA,1,1.781,0,0.6,0.4,0,0.993,-0.282,1,0.993,0.5025526
"Denmark",390,2007,0.919,1,1,1.781,0,0.6,0.4,0,0.992,-0.282,1,0.993,0.5025526
"Denmark",390,2008,0.918,NA,1,1.781,0,0.6,0.4,0,0.985,-0.282,1,0.993,0.5025526
"Denmark",390,2009,0.918,NA,1,1.781,0,0.6,0.4,0,0.985,-0.282,1,0.993,0.5025526
"Denmark",390,2010,0.918,NA,1,1.781,0,0.6,0.4,0,0.985,-0.282,1,0.993,0.5025526
"Denmark",390,2011,0.917,1,1,1.781,0,0.6,0.4,0,0.985,-0.282,1,0.993,0.5025526
"Denmark",390,2012,0.915,NA,1,1.781,0,0.6,0.4,0,0.985,-0.282,1,0.993,0.5025526
"Denmark",390,2013,0.915,NA,1,1.781,0,0.667,0.333,0,0.973,-0.282,1,0.991,NA
"Denmark",390,2014,0.915,NA,1,1.781,0,0.667,0.333,0,0.973,-0.282,1,0.991,NA
"Denmark",390,2015,0.915,1,1,1.781,0,0.7,0.3,0,0.968,0.215,1,0.992,NA
"Denmark",390,2016,0.914,NA,1,1.781,0,0.7,0.3,0,0.968,0.215,1,0.992,NA
"Denmark",390,2017,0.914,NA,1,1.781,0,0.667,0.333,0,0.968,-0.119,1,0.992,NA
"Denmark",390,2018,0.914,NA,1,1.781,0,0.75,0.25,0,0.968,-0.119,1,0.991,NA
"Denmark",390,2019,0.911,1,1,1.781,0,0.714,0.286,0,0.968,0.399,1,0.99,NA
