"country_name","cowcode","year","v2x_polyarchy","v2x_libdem","v2x_feduni","v2x_divparctrl","v2jureview","d_bicam","v2xcl_rol","e_gdppc","lvaw_garriga","ind_cso"
"Ghana",452,2020,0.72,0.614,NA,-1.444,1.785,0,0.908,NA,NA,0.5
"Ghana",452,2021,0.663,0.568,NA,1.623,1.785,0,0.877,NA,NA,0.6
"South Africa",560,1995,0.664,0.53,0.798,-0.743,-0.3,1,0.87,8.241,0.275,0.76
"South Africa",560,1996,0.675,0.563,0.798,-0.743,1.108,1,0.878,8.383,0.34865385,0.76
"South Africa",560,1997,0.675,0.563,0.798,-0.743,1.108,1,0.878,8.453,0.34865385,0.76
"South Africa",560,1998,0.677,0.566,0.798,-0.743,1.108,1,0.878,8.543,0.34865385,0.76
"South Africa",560,1999,0.719,0.601,0.798,-0.743,1.108,1,0.878,8.623,0.34865385,0.76
"South Africa",560,2000,0.763,0.642,0.901,-0.743,1.108,1,0.892,8.848,0.34865385,0.76
"South Africa",560,2001,0.763,0.642,0.901,-0.743,1.108,1,0.892,9.067,0.34865385,0.76
"South Africa",560,2002,0.763,0.642,0.901,-0.743,1.108,1,0.892,9.3,0.34865385,0.76
"South Africa",560,2003,0.763,0.641,0.901,-0.743,1.108,1,0.888,9.516,0.34865385,0.76
"South Africa",560,2004,0.78,0.656,0.901,-0.743,1.108,1,0.888,9.786,0.34865385,0.76
"South Africa",560,2005,0.789,0.665,0.901,-0.743,1.108,1,0.888,10.186,0.34865385,0.56
"South Africa",560,2006,0.789,0.666,0.901,-0.743,1.108,1,0.888,10.58,0.34865385,0.56
"South Africa",560,2007,0.789,0.668,0.901,-0.743,1.108,1,0.886,10.946,0.34865385,0.56
"South Africa",560,2008,0.785,0.664,0.901,-0.743,1.108,1,0.886,11.116,0.34865385,0.56
"South Africa",560,2009,0.778,0.655,0.901,-0.743,1.108,1,0.881,11.055,0.34865385,0.55
"South Africa",560,2010,0.778,0.665,0.901,-0.743,1.108,1,0.9,11.174,0.36515385,0.54
"South Africa",560,2011,0.774,0.662,0.901,-0.743,1.108,1,0.902,11.374,0.36515385,0.54
"South Africa",560,2012,0.78,0.666,0.901,-0.743,1.108,1,0.898,11.512,0.36515385,0.54
"South Africa",560,2013,0.766,0.642,0.901,-0.743,1.108,1,0.888,11.6,NA,0.44
"South Africa",560,2014,0.75,0.627,0.901,-0.743,1.108,1,0.887,11.59,NA,0.44
"South Africa",560,2015,0.752,0.64,0.901,-0.743,1.108,1,0.887,11.594,NA,0.46
"South Africa",560,2016,0.75,0.638,0.901,-0.743,1.108,1,0.887,11.568,NA,0.46
"South Africa",560,2017,0.735,0.619,0.901,-0.743,1.108,1,0.84,11.53,NA,0.46
"South Africa",560,2018,0.738,0.626,0.901,-0.743,1.108,1,0.846,11.435,NA,0.46
"South Africa",560,2019,0.717,0.609,0.871,-0.743,1.108,1,0.847,11.345,NA,0.47
"South Africa",560,2020,0.703,0.578,0.871,-0.743,1.108,1,0.842,NA,NA,0.6
"South Africa",560,2021,0.715,0.593,0.871,-1.325,1.108,1,0.849,NA,NA,0.64
"Japan",740,1990,0.841,0.755,0.994,-0.407,1.54,1,0.973,30.095,0.17530146,0.41
"Japan",740,1991,0.842,0.753,0.994,-0.407,1.54,1,0.973,31.338,0.17530146,0.41
"Japan",740,1992,0.842,0.753,0.994,-0.556,1.54,1,0.973,31.956,0.17530146,0.41
"Japan",740,1993,0.841,0.753,0.994,1.143,1.54,1,0.973,32.323,0.17530146,0.41
"Japan",740,1994,0.839,0.756,0.994,-0.129,1.54,1,0.973,32.897,0.17530146,0.41
"Japan",740,1995,0.839,0.756,0.994,-0.128,1.54,1,0.973,33.692,0.17530146,0.41
"Japan",740,1996,0.839,0.756,0.994,-0.128,1.54,1,0.973,34.483,0.17530146,0.41
"Japan",740,1997,0.843,0.757,0.994,-0.128,1.54,1,0.973,34.803,0.43603677,0.41
"Japan",740,1998,0.843,0.757,0.994,1.297,1.54,1,0.973,34.715,0.43603677,0.41
"Japan",740,1999,0.843,0.757,0.994,0.023,1.54,1,0.973,34.734,0.43603677,0.41
"Japan",740,2000,0.842,0.76,0.994,0.02,1.54,1,0.973,35.141,0.43603677,0.41
"Japan",740,2001,0.841,0.759,0.994,0.02,1.54,1,0.973,35.263,0.43603677,0.41
"Japan",740,2002,0.841,0.759,0.994,0.02,1.54,1,0.973,35.437,0.43603677,0.41
"Japan",740,2003,0.841,0.759,0.994,0.02,1.54,1,0.973,35.837,0.43603677,0.41
"Japan",740,2004,0.844,0.758,0.994,0.02,1.54,1,0.973,36.325,0.43603677,0.41
"Japan",740,2005,0.844,0.759,0.994,0.02,1.54,1,0.973,36.684,0.43603677,0.58
"Japan",740,2006,0.845,0.762,0.994,0.02,1.54,1,0.973,37.068,0.43603677,0.58
"Japan",740,2007,0.845,0.762,0.994,0.604,1.54,1,0.973,37.27,0.43603677,0.58
"Japan",740,2008,0.846,0.763,0.994,0.513,1.54,1,0.973,36.766,0.43603677,0.58
"Japan",740,2009,0.849,0.766,0.994,0.195,1.54,1,0.973,35.875,0.43603677,0.58
"Japan",740,2010,0.854,0.771,0.994,0.589,1.54,1,0.973,36.421,0.43603677,0.58
"Japan",740,2011,0.854,0.771,0.994,0.589,1.54,1,0.973,36.294,0.43603677,0.58
"Japan",740,2012,0.852,0.768,0.994,0.137,1.54,1,0.973,36.698,0.43603677,0.58
"Japan",740,2013,0.825,0.741,0.994,-0.1,1.54,1,0.97,37.207,NA,0.61
"Japan",740,2014,0.825,0.738,0.994,-0.1,1.54,1,0.97,37.546,NA,0.61
"Japan",740,2015,0.825,0.737,0.994,-0.1,1.54,1,0.969,38.057,NA,0.63
"Japan",740,2016,0.825,0.737,0.994,-0.1,1.54,1,0.969,38.367,NA,0.63
"Japan",740,2017,0.823,0.737,0.994,-0.1,1.54,1,0.969,38.83,NA,0.61
"Japan",740,2018,0.838,0.752,0.994,-0.1,1.54,1,0.969,39.001,NA,0.61
"Japan",740,2019,0.833,0.747,0.994,-0.1,1.54,1,0.969,39.06,NA,0.61
"Japan",740,2020,0.832,0.743,0.994,-0.059,1.54,1,0.961,NA,NA,0.7
"Japan",740,2021,0.835,0.736,0.994,-0.059,1.54,1,0.961,NA,NA,0.7
"Colombia",100,2011,0.661,0.537,0.992,0.62,1.036,1,0.73,11.945,0.69325,0.4
"Colombia",100,2012,0.665,0.541,0.992,0.62,1.036,1,0.732,12.278,0.69325,0.4
"Colombia",100,2013,0.669,0.538,0.992,0.62,1.036,1,0.737,12.688,NA,0.36
"Colombia",100,2014,0.679,0.545,0.992,0.534,1.036,1,0.725,12.98,NA,0.36
"Colombia",100,2015,0.685,0.551,0.992,0.534,1.036,1,0.728,13.22,NA,0.36
"Colombia",100,2016,0.676,0.543,0.992,0.534,1.036,1,0.723,13.341,NA,0.36
"Colombia",100,2017,0.672,0.539,0.995,0.712,1.036,1,0.73,13.489,NA,0.35
"Colombia",100,2018,0.678,0.536,0.995,0.358,1.036,1,0.697,13.538,NA,0.35
"Colombia",100,2019,0.663,0.51,0.995,0.918,1.036,1,0.62,13.656,NA,0.41
"Colombia",100,2020,0.652,0.484,0.995,0.898,1.036,1,0.579,NA,NA,0.41
"Poland",290,1991,0.851,0.768,0.484,0.283,1.861,1,0.947,8.477,0.461625,0.76
"Poland",290,1992,0.887,0.808,0.484,0.638,1.861,1,0.943,8.622,0.461625,0.76
"Poland",290,1993,0.888,0.811,0.484,0.287,1.861,1,0.957,9.023,0.461625,0.76
"Poland",290,1994,0.892,0.816,0.484,0.287,1.861,1,0.957,9.522,0.461625,0.76
"Poland",290,1995,0.89,0.814,0.484,-0.142,1.861,1,0.957,10.217,0.461625,0.76
"Poland",290,1996,0.882,0.804,0.484,-0.142,1.861,1,0.957,10.837,0.461625,0.76
"Poland",290,1997,0.881,0.803,0.484,0.286,1.861,1,0.957,11.513,0.87525,0.76
"Poland",290,1998,0.88,0.802,0.687,0.286,1.861,1,0.957,12.147,0.87525,0.76
"Poland",290,1999,0.88,0.805,0.958,0.286,1.861,1,0.957,12.676,0.87525,0.76
"Poland",290,2000,0.88,0.805,0.944,0.641,1.861,1,0.957,13.161,0.87525,0.76
"Poland",290,2001,0.881,0.805,0.944,-0.146,1.861,1,0.957,13.507,0.87525,0.76
"Poland",290,2002,0.88,0.809,0.958,-0.146,1.861,1,0.957,13.992,0.87525,0.76
"Poland",290,2003,0.88,0.809,0.958,-0.146,1.861,1,0.957,14.379,0.87525,0.76
"Poland",290,2004,0.88,0.809,0.958,-0.135,1.861,1,0.957,15.051,0.87525,0.76
"Poland",290,2005,0.883,0.812,0.958,-0.135,1.861,1,0.957,15.596,0.87525,0.68
"Poland",290,2006,0.877,0.805,0.958,-0.423,1.861,1,0.957,16.498,0.87525,0.68
"Poland",290,2007,0.875,0.802,0.958,-0.007,1.861,1,0.961,17.539,0.87525,0.68
"Poland",290,2008,0.891,0.824,0.958,0.244,1.861,1,0.965,18.547,0.87525,0.6
"Poland",290,2009,0.891,0.825,0.958,0.244,1.861,1,0.965,19.271,0.87525,0.6
"Poland",290,2010,0.889,0.824,0.958,-0.227,1.861,1,0.965,20.14,0.87525,0.6
"Poland",290,2011,0.89,0.827,0.958,-0.227,1.861,1,0.965,20.963,0.87525,0.6
"Poland",290,2012,0.894,0.831,0.958,-0.227,1.861,1,0.966,21.412,0.87525,0.6
"Poland",290,2013,0.889,0.822,0.958,-0.227,1.861,1,0.955,21.906,NA,0.61
"Poland",290,2014,0.88,0.813,0.958,-0.227,1.861,1,0.957,22.658,NA,0.61
"Poland",290,2015,0.883,0.8,0.958,1.111,1.861,1,0.955,23.491,NA,0.66
"Poland",290,2016,0.738,0.615,0.958,1.576,1.861,1,0.908,24.447,NA,0.68
"Poland",290,2017,0.698,0.553,0.958,1.576,1.861,1,0.863,25.642,NA,0.63
"Poland",290,2018,0.697,0.533,0.955,1.576,1.861,1,0.858,26.635,NA,0.7
"Poland",290,2019,0.69,0.519,0.959,1.381,1.861,1,0.853,27.28,NA,0.66
"Brazil",140,1990,0.816,0.693,0.981,0.978,1.92,1,0.837,7.285,0.2548816,0.6
"Brazil",140,1991,0.842,0.722,0.981,0.978,1.92,1,0.848,7.347,0.2548816,0.6
"Brazil",140,1992,0.852,0.732,0.981,0.713,1.92,1,0.848,7.423,0.2548816,0.6
"Brazil",140,1993,0.853,0.73,0.981,0.312,1.92,1,0.85,7.686,0.2548816,0.6
"Brazil",140,1994,0.857,0.733,0.981,0.332,1.92,1,0.857,8.085,0.2548816,0.6
"Brazil",140,1995,0.857,0.732,0.981,0.298,1.92,1,0.86,8.514,0.2548816,0.5
"Brazil",140,1996,0.859,0.733,0.981,0.298,1.92,1,0.86,8.899,0.2548816,0.5
"Brazil",140,1997,0.859,0.733,0.981,0.298,1.92,1,0.86,8.988,0.2548816,0.5
"Brazil",140,1998,0.86,0.734,0.981,0.23,1.92,1,0.86,8.919,0.2548816,0.5
"Brazil",140,1999,0.862,0.736,0.981,0.23,1.92,1,0.86,8.773,0.2548816,0.5
"Brazil",140,2000,0.865,0.74,0.981,0.23,1.92,1,0.861,8.874,0.2548816,0.5
"Brazil",140,2001,0.865,0.74,0.981,0.717,1.92,1,0.861,8.822,0.2548816,0.5
"Brazil",140,2002,0.867,0.744,0.981,0.222,1.92,1,0.868,8.938,0.2548816,0.5
"Brazil",140,2003,0.863,0.746,0.981,0.719,1.92,1,0.868,9.051,0.2548816,0.5
"Brazil",140,2004,0.863,0.746,0.981,0.73,1.92,1,0.868,9.297,0.2548816,0.5
"Brazil",140,2005,0.877,0.789,0.981,0.73,1.92,1,0.879,9.577,0.2548816,0.48
"Brazil",140,2006,0.877,0.783,0.981,0.73,1.92,1,0.879,9.98,0.2548816,0.48
"Brazil",140,2007,0.873,0.782,0.981,0.73,1.92,1,0.879,10.469,0.2548816,0.48
"Brazil",140,2008,0.873,0.782,0.981,0.73,1.92,1,0.879,10.977,0.2548816,0.48
"Brazil",140,2009,0.873,0.782,0.981,0.73,1.92,1,0.879,11.328,0.2548816,0.48
"Brazil",140,2010,0.877,0.786,0.981,0.73,1.92,1,0.879,12.03,0.2548816,0.48
"Brazil",140,2011,0.879,0.79,0.981,0.73,1.92,1,0.879,12.518,0.2548816,0.48
"Brazil",140,2012,0.874,0.785,0.981,0.73,1.92,1,0.879,12.763,0.2548816,0.48
"Brazil",140,2013,0.878,0.795,0.981,0.73,1.92,1,0.866,12.86,NA,0.49
"Brazil",140,2014,0.878,0.794,0.981,0.73,1.92,1,0.866,12.782,NA,0.49
"Brazil",140,2015,0.872,0.786,0.981,0.884,1.92,1,0.867,12.504,NA,0.45
"Brazil",140,2016,0.808,0.697,0.981,0.817,1.92,1,0.838,11.999,NA,0.45
"Brazil",140,2017,0.775,0.639,0.981,0.904,1.92,1,0.823,11.864,NA,0.51
"Brazil",140,2018,0.764,0.617,0.981,0.904,1.92,1,0.782,11.888,NA,0.52
"Brazil",140,2019,0.676,0.512,0.942,1.072,1.92,1,0.667,11.757,NA,0.6
"Brazil",140,2020,0.678,0.508,0.971,1.105,1.92,1,0.649,NA,NA,0.62
"Brazil",140,2021,0.661,0.512,0.939,1.261,1.92,1,0.645,NA,NA,0.65
"United States of America",2,1990,0.873,0.811,0.998,1.295,1.947,1,0.96,40.912,0.48039472,0.55
"United States of America",2,1991,0.868,0.807,0.998,1.295,1.947,1,0.96,40.38,0.48039472,0.55
"United States of America",2,1992,0.873,0.812,0.998,1.295,1.947,1,0.96,40.875,0.48039472,0.55
"United States of America",2,1993,0.873,0.812,0.998,-0.624,1.947,1,0.964,41.673,0.48039472,0.55
"United States of America",2,1994,0.873,0.813,0.998,-0.352,1.947,1,0.963,42.456,0.48039472,0.55
"United States of America",2,1995,0.872,0.81,0.998,1.623,1.947,1,0.963,43.24,0.48039472,0.55
"United States of America",2,1996,0.872,0.81,0.998,1.303,1.947,1,0.963,44.086,0.48039472,0.55
"United States of America",2,1997,0.873,0.812,0.998,1.303,1.947,1,0.963,45.641,0.48039472,0.55
"United States of America",2,1998,0.873,0.812,0.998,1.303,1.947,1,0.963,47.015,0.48039472,0.55
"United States of America",2,1999,0.874,0.812,0.998,1.303,1.947,1,0.963,48.699,0.48039472,0.55
"United States of America",2,2000,0.868,0.808,0.998,1.56,1.947,1,0.963,49.628,0.48039472,0.62
"United States of America",2,2001,0.829,0.769,0.998,-1.446,1.947,1,0.961,50.111,0.48039472,0.62
"United States of America",2,2002,0.832,0.772,0.998,-1.446,1.947,1,0.958,50.526,0.48039472,0.62
"United States of America",2,2003,0.866,0.802,0.998,-1.03,1.947,1,0.948,51.333,0.48039472,0.62
"United States of America",2,2004,0.869,0.805,0.998,-1.16,1.947,1,0.948,52.472,0.48039472,0.62
"United States of America",2,2005,0.867,0.808,0.998,-1.16,1.947,1,0.954,53.486,0.48039472,0.54
"United States of America",2,2006,0.872,0.813,0.998,-1.16,1.947,1,0.95,54.076,0.48039472,0.54
"United States of America",2,2007,0.898,0.842,0.998,1.469,1.947,1,0.954,54.133,0.48039472,0.54
"United States of America",2,2008,0.9,0.846,0.998,1.445,1.947,1,0.962,53.754,0.48039472,0.54
