"country_name","cowcode","year","v2x_polyarchy","v2x_libdem","v2x_feduni","v2x_divparctrl","v2jureview","d_bicam","v2xcl_rol","e_gdppc","lvaw_garriga","ind_cso"
"United States of America",2,2009,0.907,0.854,0.998,-0.916,1.947,1,0.965,52.798,0.48039472,0.54
"United States of America",2,2010,0.907,0.856,0.998,-0.832,1.947,1,0.966,52.919,0.48039472,0.54
"United States of America",2,2011,0.905,0.851,0.998,1.481,1.947,1,0.964,53.201,0.48039472,0.54
"United States of America",2,2012,0.902,0.85,0.998,1.407,1.947,1,0.963,53.696,0.48039472,0.54
"United States of America",2,2013,0.906,0.853,0.998,1.407,1.947,1,0.956,54.494,NA,0.52
"United States of America",2,2014,0.906,0.853,0.998,1.407,1.947,1,0.956,55.38,NA,0.52
"United States of America",2,2015,0.905,0.852,0.998,1.407,1.947,1,0.954,56.666,NA,0.52
"United States of America",2,2016,0.891,0.837,0.998,1.407,1.947,1,0.946,57.62,NA,0.45
"United States of America",2,2017,0.834,0.751,0.998,-1.152,1.947,1,0.936,58.459,NA,0.4
"United States of America",2,2018,0.829,0.745,0.992,-1.337,1.947,1,0.932,59.622,NA,0.36
"United States of America",2,2019,0.808,0.725,0.992,1.327,1.947,1,0.926,60.641,NA,0.36
"United States of America",2,2020,0.807,0.723,0.992,1.327,1.947,1,0.914,NA,NA,0.4
"United States of America",2,2021,0.821,0.735,0.985,-1.149,1.947,1,0.935,NA,NA,0.41
"Portugal",235,1990,0.872,0.822,0.485,-1.094,1.338,0,0.981,17.532,0.589,0.72
"Portugal",235,1991,0.865,0.816,0.485,-1.094,1.338,0,0.981,18.425,0.589,0.72
"Portugal",235,1992,0.865,0.815,0.485,-1.094,1.338,0,0.981,18.918,0.589,0.72
"Portugal",235,1993,0.865,0.815,0.485,-1.094,1.338,0,0.981,19.052,0.589,0.72
"Portugal",235,1994,0.865,0.815,0.485,-1.094,1.338,0,0.981,19.342,0.589,0.72
"Portugal",235,1995,0.866,0.817,0.485,1.436,1.338,0,0.981,20.082,0.589,0.72
"Portugal",235,1996,0.871,0.821,0.485,1.287,1.338,0,0.981,20.841,0.589,0.72
"Portugal",235,1997,0.871,0.821,0.485,1.287,1.338,0,0.981,21.676,0.589,0.72
"Portugal",235,1998,0.871,0.821,0.485,1.287,1.338,0,0.981,22.732,0.8565,0.72
"Portugal",235,1999,0.87,0.82,0.485,1.287,1.338,0,0.981,23.475,0.8565,0.72
"Portugal",235,2000,0.869,0.817,0.485,1.287,1.338,0,0.981,24.1,0.8565,0.72
"Portugal",235,2001,0.874,0.824,0.485,1.287,1.338,0,0.981,24.541,0.8565,0.72
"Portugal",235,2002,0.879,0.828,0.485,0.598,1.338,0,0.981,24.855,0.8565,0.72
"Portugal",235,2003,0.882,0.832,0.485,0.598,1.338,0,0.981,24.821,0.8565,0.72
"Portugal",235,2004,0.882,0.832,0.485,0.598,1.338,0,0.981,25.028,0.8565,0.72
"Portugal",235,2005,0.894,0.844,0.485,1.072,1.338,0,0.978,25.386,0.8565,0.67
"Portugal",235,2006,0.897,0.847,0.485,1.187,1.338,0,0.977,25.762,0.8565,0.67
"Portugal",235,2007,0.897,0.847,0.485,1.187,1.338,0,0.977,26.147,0.8565,0.67
"Portugal",235,2008,0.894,0.844,0.485,1.187,1.338,0,0.977,26.33,0.8565,0.67
"Portugal",235,2009,0.895,0.845,0.485,1.221,1.338,0,0.977,26.104,0.8565,0.67
"Portugal",235,2010,0.894,0.842,0.485,0.907,1.338,0,0.974,26.006,0.8565,0.59
"Portugal",235,2011,0.886,0.835,0.485,0.446,1.338,0,0.974,25.722,0.8565,0.59
"Portugal",235,2012,0.892,0.842,0.485,0.483,1.338,0,0.974,25.211,0.8565,0.59
"Portugal",235,2013,0.887,0.834,0.485,0.286,1.338,0,0.964,25.151,NA,0.6
"Portugal",235,2014,0.887,0.834,0.485,0.286,1.338,0,0.964,25.472,NA,0.6
"Portugal",235,2015,0.889,0.837,0.485,0.455,1.338,0,0.974,25.972,NA,0.57
"Portugal",235,2016,0.892,0.837,0.485,1.079,1.338,0,0.972,26.628,NA,0.54
"Portugal",235,2017,0.896,0.849,0.485,1.079,0.705,0,0.976,27.524,NA,0.54
"Portugal",235,2018,0.898,0.853,0.485,0.882,0.705,0,0.975,28.336,NA,0.59
"Portugal",235,2019,0.893,0.845,0.485,0.882,0.705,0,0.972,28.813,NA,0.51
"Portugal",235,2020,0.882,0.802,0.485,1.055,1.32,0,0.923,NA,NA,0.51
"Portugal",235,2021,0.883,0.81,0.485,0.977,1.32,0,0.912,NA,NA,0.48
"El Salvador",92,2014,0.68,0.48,0.466,-1.653,1.683,0,0.652,5.192,NA,0.58
"El Salvador",92,2015,0.669,0.473,0.466,-1.653,1.683,0,0.647,5.279,NA,0.58
"El Salvador",92,2016,0.675,0.483,0.466,-1.653,1.683,0,0.649,5.384,NA,0.58
"El Salvador",92,2017,0.69,0.486,0.466,-1.653,1.683,0,0.634,5.429,NA,0.49
"Bolivia",145,1990,0.666,0.443,0.357,1.078,0.383,1,0.738,2.682,0.30237502,0.55
"Bolivia",145,1991,0.701,0.473,0.357,1.078,0.383,1,0.757,2.78,0.30237502,0.55
"Bolivia",145,1992,0.716,0.483,0.357,1.078,0.383,1,0.757,2.839,0.30237502,0.55
"Bolivia",145,1993,0.727,0.492,0.357,1.078,0.383,1,0.757,2.904,0.30237502,0.55
"Bolivia",145,1994,0.736,0.495,0.393,1.078,1.908,1,0.761,3.01,0.30237502,0.39
"Bolivia",145,1995,0.749,0.504,0.418,1.078,1.908,1,0.761,3.135,0.7970263,0.39
"Bolivia",145,1996,0.749,0.504,0.418,1.078,1.908,1,0.761,3.25,0.7970263,0.39
"Bolivia",145,1997,0.752,0.528,0.418,1.078,1.908,1,0.771,3.326,0.7970263,0.39
"Bolivia",145,1998,0.749,0.525,0.418,1.078,1.908,1,0.771,3.384,0.7970263,0.39
"Bolivia",145,1999,0.758,0.535,0.418,1.078,1.908,1,0.78,3.383,0.7970263,0.39
"Bolivia",145,2000,0.758,0.536,0.418,1.341,1.908,1,0.78,3.409,0.7970263,0.39
"Bolivia",145,2001,0.752,0.532,0.418,1.341,1.908,1,0.78,3.423,0.7970263,0.39
"Bolivia",145,2002,0.74,0.522,0.418,1.341,1.908,1,0.78,3.453,0.7970263,0.39
"Bolivia",145,2003,0.735,0.533,0.418,1.341,1.908,1,0.771,3.532,0.7970263,0.39
"Bolivia",145,2004,0.766,0.556,0.432,1.587,1.908,1,0.776,3.623,0.7970263,0.39
"Bolivia",145,2005,0.76,0.548,0.724,1.463,1.908,1,0.751,3.734,0.7970263,0.56
"Bolivia",145,2006,0.739,0.477,0.809,-1.433,1.908,1,0.751,3.888,0.7970263,0.59
"Bolivia",145,2007,0.73,0.47,0.809,-1.381,1.908,1,0.748,4.01,0.7970263,0.56
"Bolivia",145,2008,0.73,0.467,0.809,-1.381,1.908,1,0.746,4.184,0.7970263,0.6
"Bolivia",145,2009,0.729,0.452,0.83,-1.235,1.908,1,0.752,4.302,0.7970263,0.6
"Bolivia",145,2010,0.691,0.415,0.895,-1.083,1.908,1,0.766,4.491,0.7970263,0.6
"Bolivia",145,2011,0.692,0.415,0.895,-1.083,1.908,1,0.766,4.693,0.7970263,0.63
"Bolivia",145,2012,0.684,0.41,0.895,-1.361,1.908,1,0.756,4.94,0.7970263,0.63
"Bolivia",145,2013,0.674,0.413,0.895,-0.678,1.908,1,0.762,5.167,NA,0.66
"Bolivia",145,2014,0.661,0.406,0.895,-0.678,1.908,1,0.762,5.345,NA,0.66
"Peru",135,2001,0.696,0.442,0.471,1.043,1.859,0,0.795,5.405,0.79775,0.57
"Peru",135,2002,0.793,0.659,0.957,1.043,1.859,0,0.795,5.568,0.79775,0.54
"Peru",135,2003,0.793,0.663,0.981,1.043,1.859,0,0.795,5.786,0.79775,0.54
"Peru",135,2004,0.791,0.661,0.981,1.043,1.859,0,0.795,6.069,0.79775,0.54
"Peru",135,2005,0.791,0.663,0.981,1.043,1.859,0,0.795,6.45,0.79775,0.46
"Peru",135,2006,0.788,0.655,0.981,0.441,1.859,0,0.795,6.952,0.79775,0.42
"Peru",135,2007,0.786,0.639,0.981,0.394,1.859,0,0.795,7.45,0.79775,0.42
"Peru",135,2008,0.79,0.643,0.981,0.444,1.859,0,0.795,7.907,0.79775,0.42
"Peru",135,2009,0.789,0.64,0.981,0.444,1.859,0,0.795,8.209,0.79775,0.42
"Peru",135,2010,0.795,0.654,0.981,0.444,1.859,0,0.803,8.737,0.79775,0.42
"Peru",135,2011,0.801,0.663,0.981,0.175,1.859,0,0.803,9.281,0.79775,0.42
"Peru",135,2012,0.809,0.681,0.981,0.175,1.859,0,0.81,9.673,0.79775,0.42
"Peru",135,2013,0.806,0.673,0.981,0.47,1.859,0,0.804,10.026,NA,0.41
"Peru",135,2014,0.805,0.675,0.981,0.795,1.859,0,0.815,10.244,NA,0.41
"Peru",135,2015,0.795,0.669,0.981,0.948,1.859,0,0.827,10.481,NA,0.41
"Peru",135,2016,0.775,0.654,0.981,0.99,1.859,0,0.827,10.658,NA,0.42
"Peru",135,2017,0.775,0.662,0.981,0.99,1.859,0,0.826,10.832,NA,0.42
"Peru",135,2018,0.793,0.685,0.981,0.99,1.859,0,0.826,10.977,NA,0.35
"Peru",135,2019,0.785,0.674,0.977,0.99,1.859,0,0.835,10.937,NA,0.41
"Peru",135,2020,0.803,0.692,0.977,0.99,1.859,0,0.795,NA,NA,0.41
"Peru",135,2021,0.759,0.654,0.977,1.307,1.859,0,0.793,NA,NA,0.3
"Senegal",433,1995,0.651,0.479,0.217,0.695,1.152,0,0.817,2.156,0.8015,0.39
"Senegal",433,1996,0.656,0.485,0.217,0.695,1.152,0,0.817,2.176,0.8015,0.39
"Senegal",433,1997,0.656,0.488,0.217,0.695,1.152,0,0.826,2.191,0.8015,0.39
"Senegal",433,1998,0.654,0.486,0.217,0.695,1.152,0,0.826,2.247,0.8015,0.39
"Senegal",433,1999,0.652,0.485,0.217,0.695,1.152,1,0.826,2.307,0.8015,0.39
"Senegal",433,2000,0.683,0.512,0.217,-1.405,1.152,1,0.825,2.325,0.8015,0.5
"Senegal",433,2002,0.694,0.532,0.217,-1.405,1.152,0,0.852,2.345,0.8015,0.5
"Senegal",433,2003,0.694,0.532,0.217,-1.405,1.152,0,0.852,2.393,0.8015,0.5
"Senegal",433,2004,0.694,0.532,0.217,-1.405,1.152,0,0.852,2.43,0.8015,0.5
"Senegal",433,2005,0.694,0.532,0.217,-1.405,1.152,0,0.852,2.473,0.8015,0.49
"Senegal",433,2006,0.694,0.532,0.217,-1.405,1.152,0,0.852,2.484,0.8015,0.49
"Senegal",433,2007,0.691,0.53,0.217,-1.659,1.152,1,0.852,2.533,0.8015,0.49
"Senegal",433,2008,0.687,0.526,0.217,-1.371,1.152,1,0.852,2.544,0.8015,0.44
"Senegal",433,2009,0.689,0.529,0.217,-1.371,1.152,1,0.852,2.566,0.8015,0.44
"Senegal",433,2010,0.693,0.532,0.217,-1.305,1.152,1,0.857,2.585,0.8015,0.44
"Senegal",433,2011,0.693,0.532,0.217,-1.305,1.152,1,0.857,2.576,0.8015,0.44
"Senegal",433,2012,0.689,0.533,0.217,-1.604,1.152,0,0.854,2.592,0.8015,0.5
"Senegal",433,2013,0.719,0.58,0.228,1.546,1.152,0,0.859,2.621,NA,0.53
"Senegal",433,2014,0.718,0.579,0.228,1.546,1.152,0,0.859,2.686,NA,0.53
"Senegal",433,2015,0.718,0.581,0.228,1.546,1.152,0,0.883,2.768,NA,0.46
"Senegal",433,2016,0.716,0.57,0.228,1.546,1.152,0,0.866,2.876,NA,0.46
"Senegal",433,2017,0.715,0.56,0.266,1.546,1.152,0,0.865,2.999,NA,0.46
"Senegal",433,2018,0.702,0.548,0.28,1.546,1.152,0,0.864,3.122,NA,0.46
"Senegal",433,2019,0.731,0.573,0.289,-1.575,1.152,0,0.848,3.207,NA,0.47
"Senegal",433,2020,0.741,0.572,0.289,-1.575,0.283,0,0.877,NA,NA,0.47
"Senegal",433,2021,0.708,0.552,0.289,-1.575,1.218,0,0.891,NA,NA,0.55
"Argentina",160,1990,0.835,0.614,0.967,-1.316,1.843,1,0.824,8.813,0.400125,0.55
"Argentina",160,1991,0.834,0.621,0.967,-1.316,1.843,1,0.83,9.55,0.400125,0.55
"Argentina",160,1992,0.835,0.621,0.967,1.229,1.843,1,0.83,10.449,0.80255264,0.55
"Argentina",160,1993,0.834,0.621,0.926,1.229,1.843,1,0.83,11.285,0.80255264,0.55
"Argentina",160,1994,0.837,0.623,0.968,1.229,1.843,1,0.83,11.929,0.80255264,0.55
"Argentina",160,1995,0.836,0.635,0.968,1.229,1.843,1,0.839,12.278,0.80255264,0.55
"Argentina",160,1996,0.833,0.628,0.968,0.822,1.843,1,0.839,13.033,0.80255264,0.55
"Argentina",160,1997,0.832,0.627,0.968,1.454,1.843,1,0.839,13.62,0.80255264,0.55
"Argentina",160,1998,0.83,0.627,0.968,-1.362,1.843,1,0.839,13.767,0.80255264,0.55
"Argentina",160,1999,0.83,0.628,0.968,-1.49,1.843,1,0.839,13.349,0.80255264,0.55
"Argentina",160,2000,0.839,0.66,0.968,-1.122,1.843,1,0.832,12.961,0.80255264,0.55
"Argentina",160,2001,0.838,0.669,0.968,-1.122,1.843,1,0.842,12.246,0.80255264,0.55
"Argentina",160,2002,0.833,0.665,0.968,-1.492,1.843,1,0.842,11.53,0.80255264,0.55
"Argentina",160,2003,0.815,0.653,0.968,0.943,1.843,1,0.854,11.815,0.79025,0.55
"Argentina",160,2004,0.812,0.656,0.968,0.722,1.843,1,0.88,12.575,0.79025,0.55
"Argentina",160,2005,0.81,0.644,0.968,0.859,1.843,1,0.88,13.433,0.79025,0.54
"Argentina",160,2006,0.799,0.635,0.968,0.534,1.843,1,0.88,14.341,0.79025,0.54
"Argentina",160,2007,0.797,0.63,0.968,0.634,1.843,1,0.878,15.322,0.79025,0.54
"Argentina",160,2008,0.789,0.619,0.968,0.675,1.843,1,0.873,15.868,0.79025,0.54
"Argentina",160,2009,0.784,0.613,0.968,1.303,1.843,1,0.873,15.705,0.79025,0.54
"Argentina",160,2010,0.773,0.604,0.968,1.338,1.843,1,0.873,16.536,0.79025,0.54
"Argentina",160,2011,0.774,0.595,0.968,1.071,1.843,1,0.875,17.253,0.79025,0.54
"Argentina",160,2012,0.777,0.599,0.968,0.871,1.843,1,0.881,17.373,0.76025,0.54
"Argentina",160,2013,0.782,0.605,0.932,0.871,1.843,1,0.882,17.406,NA,0.52
"Argentina",160,2014,0.798,0.619,0.932,1.282,1.843,1,0.882,17.178,NA,0.52
"Argentina",160,2015,0.785,0.612,0.932,0.972,1.843,1,0.868,17.254,NA,0.52
"Argentina",160,2016,0.762,0.626,0.932,0.91,1.843,1,0.859,17.028,NA,0.53
"Argentina",160,2017,0.756,0.614,0.932,0.91,1.843,1,0.851,17.195,NA,0.53
"Argentina",160,2018,0.777,0.629,0.932,0.91,1.843,1,0.86,16.909,NA,0.53
"Argentina",160,2019,0.778,0.612,0.932,0.948,1.843,1,0.825,16.528,NA,0.7
"Argentina",160,2020,0.819,0.659,0.932,0.906,1.843,1,0.851,NA,NA,0.7
"Argentina",160,2021,0.819,0.658,0.932,0.906,1.843,1,0.824,NA,NA,0.7
"India",750,1990,0.711,0.56,0.885,-1.591,1.205,1,0.688,1.795,0.295,0.3
"India",750,1991,0.724,0.575,0.885,1.591,1.205,1,0.717,1.835,0.295,0.3
"India",750,1992,0.736,0.586,0.885,1.439,1.205,1,0.717,1.891,0.295,0.3
"India",750,1993,0.742,0.591,0.885,1.439,1.205,1,0.722,1.963,0.295,0.3
"India",750,1994,0.748,0.597,0.933,1.439,1.205,1,0.722,2.04,0.295,0.3
"India",750,1995,0.748,0.597,0.886,1.439,1.205,1,0.722,2.141,0.295,0.3
"India",750,1996,0.754,0.607,0.95,1.548,1.205,1,0.724,2.248,0.295,0.3
"India",750,1997,0.757,0.61,0.95,1.583,1.205,1,0.729,2.333,0.295,0.3
"India",750,1998,0.763,0.615,0.95,1.583,1.205,1,0.728,2.438,0.295,0.3
"India",750,1999,0.756,0.607,0.95,1.583,1.205,1,0.728,2.544,0.295,0.3
"India",750,2000,0.74,0.595,0.95,1.583,1.205,1,0.728,2.626,0.295,0.3
"India",750,2001,0.74,0.595,0.95,1.583,1.205,1,0.728,2.725,0.295,0.3
"India",750,2002,0.741,0.598,0.95,1.583,1.205,1,0.724,2.821,0.295,0.3
"India",750,2003,0.744,0.598,0.95,1.583,1.205,1,0.713,2.977,0.295,0.3
"India",750,2004,0.738,0.593,0.95,1.583,1.205,1,0.713,3.155,0.295,0.3
"India",750,2005,0.728,0.582,0.95,1.583,1.205,1,0.717,3.372,0.295,0.4
"India",750,2006,0.735,0.59,0.95,1.583,1.205,1,0.717,3.61,0.295,0.4
"India",750,2007,0.735,0.59,0.95,1.583,1.205,1,0.717,3.834,0.295,0.4
"India",750,2008,0.735,0.59,0.95,1.583,1.205,1,0.717,4.014,0.295,0.4
"India",750,2009,0.721,0.577,0.95,1.583,1.205,1,0.717,4.24,0.295,0.4
"India",750,2010,0.711,0.574,0.95,-1.504,1.205,1,0.723,4.542,0.295,0.44
"India",750,2011,0.711,0.574,0.95,-1.504,1.205,1,0.723,4.773,0.295,0.44
"India",750,2012,0.704,0.565,0.95,-1.488,1.205,1,0.723,5.009,0.295,0.41
"India",750,2013,0.695,0.567,0.95,-1.53,1.465,1,0.766,5.217,NA,0.49
"India",750,2014,0.667,0.541,0.95,-1.38,1.465,1,0.757,5.517,NA,0.53
"South Korea",732,1990,0.666,0.517,0,-1.486,1.861,0,0.945,13.209,0.29019737,0.62
"South Korea",732,1991,0.666,0.517,0.465,-1.486,1.861,0,0.945,14.378,0.29019737,0.62
"South Korea",732,1992,0.673,0.536,0.465,1.575,1.861,0,0.945,15.399,0.29019737,0.62
"South Korea",732,1993,0.736,0.623,0.465,1.575,1.861,0,0.959,16.426,0.29019737,0.62
"South Korea",732,1994,0.739,0.626,0.595,1.38,1.861,0,0.959,17.842,0.29019737,0.62
"South Korea",732,1995,0.739,0.626,0.976,1.38,1.861,0,0.959,19.237,0.29019737,0.62
"South Korea",732,1996,0.752,0.636,0.976,1.332,1.861,0,0.959,20.44,0.29019737,0.62
"South Korea",732,1997,0.761,0.657,0.976,1.057,1.861,0,0.959,21.001,0.41057238,0.62
"South Korea",732,1998,0.819,0.746,0.976,1.386,1.861,0,0.964,20.841,0.41057238,0.62
"South Korea",732,1999,0.828,0.753,0.976,1.386,1.861,0,0.964,22.09,0.41057238,0.62
"South Korea",732,2000,0.838,0.764,0.976,1.386,1.861,0,0.965,23.488,0.41057238,0.62
"South Korea",732,2001,0.84,0.766,0.976,1.386,1.861,0,0.965,24.634,0.41057238,0.55
"South Korea",732,2002,0.841,0.771,0.976,1.625,1.861,0,0.965,26.025,0.41057238,0.55
"South Korea",732,2003,0.852,0.781,0.976,1.625,1.861,0,0.965,27.031,0.41057238,0.55
"South Korea",732,2004,0.848,0.777,0.976,-1.651,1.861,0,0.965,28.034,0.41057238,0.55
"South Korea",732,2005,0.846,0.776,0.976,-1.651,1.861,0,0.965,29.278,0.41057238,0.59
"South Korea",732,2006,0.846,0.776,0.976,1.542,1.861,0,0.965,30.405,0.41057238,0.59
"South Korea",732,2007,0.845,0.772,0.976,1.618,1.861,0,0.965,31.523,0.41057238,0.59
"South Korea",732,2008,0.786,0.687,0.976,-0.899,1.861,0,0.957,32.072,0.41057238,0.59
"South Korea",732,2009,0.779,0.679,0.976,-0.899,1.861,0,0.957,32.419,0.41057238,0.59
"South Korea",732,2010,0.775,0.677,0.976,-0.899,1.861,0,0.957,33.464,0.41057238,0.59
"South Korea",732,2011,0.775,0.677,0.976,-0.899,1.861,0,0.957,34.108,0.41057238,0.59
"South Korea",732,2012,0.764,0.666,0.976,-0.899,1.861,0,0.957,34.654,0.41057238,0.59
"South Korea",732,2013,0.725,0.618,0.983,-0.12,1.861,0,0.95,35.363,NA,0.64
"South Korea",732,2014,0.712,0.608,0.983,-0.12,1.861,0,0.95,36.287,NA,0.64
"South Korea",732,2015,0.717,0.61,0.983,-0.12,1.861,0,0.943,37.321,NA,0.63
"South Korea",732,2016,0.734,0.634,0.983,-1.411,1.861,0,0.943,38.4,NA,0.63
"South Korea",732,2017,0.853,0.775,0.983,-0.834,1.861,0,0.954,39.745,NA,0.63
"South Korea",732,2018,0.868,0.804,0.983,-1.189,1.861,0,0.96,40.466,NA,0.68
"South Korea",732,2019,0.849,0.785,0.983,-1.189,1.861,0,0.957,40.987,NA,0.87
"South Korea",732,2020,0.856,0.792,0.983,-0.267,1.861,0,0.955,NA,NA,0.83
"South Korea",732,2021,0.861,0.789,0.983,-0.267,1.861,0,0.953,NA,NA,0.83
"Taiwan",713,1997,0.656,0.505,0.816,0.467,1.703,0,0.914,29.13,0.19395,0.57
"Taiwan",713,1998,0.665,0.511,0.884,0.166,1.703,0,0.914,30.408,0.19395,0.57
"Taiwan",713,1999,0.663,0.508,0.917,0.166,1.703,0,0.914,31.912,0.19395,0.57
"Taiwan",713,2000,0.756,0.642,0.968,-1.636,1.703,0,0.965,32.866,0.19395,0.48
"Taiwan",713,2001,0.78,0.678,0.968,-1.069,1.703,0,0.965,33.361,0.19395,0.48
"Taiwan",713,2002,0.793,0.69,0.968,-1.069,1.703,0,0.965,34.438,0.19395,0.48
"Taiwan",713,2003,0.788,0.687,0.968,-1.477,1.703,0,0.965,35.368,0.19395,0.47
"Taiwan",713,2004,0.77,0.668,0.968,-1.477,1.703,0,0.965,36.679,0.19395,0.48
"Taiwan",713,2005,0.771,0.669,0.968,-1.477,1.703,0,0.965,38.142,0.19395,0.5
"Taiwan",713,2006,0.769,0.667,0.968,-1.477,1.703,0,0.965,39.156,0.19395,0.5
"Taiwan",713,2007,0.77,0.667,0.968,1.591,1.703,0,0.965,39.986,0.19395,0.5
"Taiwan",713,2008,0.79,0.678,0.968,1.332,1.703,0,0.965,40.231,0.19395,0.5
"Taiwan",713,2009,0.785,0.657,0.968,1.153,1.703,0,0.963,40.558,0.19395,0.55
"Taiwan",713,2010,0.796,0.668,0.968,1.153,1.703,0,0.966,41.984,0.19395,0.55
"Taiwan",713,2011,0.793,0.663,0.968,1.153,1.703,0,0.966,43.279,0.19395,0.55
"Taiwan",713,2012,0.8,0.672,0.968,1.153,1.703,0,0.966,44.013,0.19395,0.55
"Taiwan",713,2013,0.793,0.665,0.973,-0.336,1.703,0,0.959,44.994,NA,0.4
"Taiwan",713,2014,0.797,0.67,0.973,-0.336,1.703,0,0.961,46.311,NA,0.4
"Taiwan",713,2015,0.797,0.67,0.973,-0.336,1.703,0,0.962,47.095,NA,0.36
"Taiwan",713,2016,0.831,0.721,0.986,-0.355,1.703,0,0.964,47.636,NA,0.41
"Taiwan",713,2017,0.84,0.726,0.974,-0.355,1.703,0,0.969,48.518,NA,0.35
"Taiwan",713,2018,0.843,0.735,0.497,-0.355,1.703,0,0.967,49.098,NA,0.41
"Taiwan",713,2019,0.833,0.72,0.471,-0.355,1.703,0,0.967,49.778,NA,0.41
"Taiwan",713,2020,0.815,0.708,0.471,-0.355,1.703,0,0.963,NA,NA,0.41
"Taiwan",713,2021,0.813,0.699,0.471,-0.355,1.703,0,0.963,NA,NA,0.32
"Venezuela",101,1990,0.753,0.609,0.942,-1.415,1.065,1,0.828,9.907,0.427125,0.41
"Venezuela",101,1991,0.753,0.629,0.942,-1.415,1.065,1,0.828,10.106,0.427125,0.41
"Venezuela",101,1992,0.742,0.622,0.942,-1.415,1.065,1,0.828,10.241,0.7270455,0.41
"Venezuela",101,1993,0.743,0.62,0.942,-1.043,1.065,1,0.828,10.108,0.7270455,0.41
"Venezuela",101,1994,0.758,0.615,0.942,-1.326,1.065,1,0.839,9.779,0.7270455,0.48
"Venezuela",101,1995,0.758,0.615,0.942,-1.326,1.065,1,0.839,9.743,0.7270455,0.48
"Venezuela",101,1996,0.758,0.615,0.942,-1.124,1.065,1,0.839,9.658,0.7270455,0.48
"Venezuela",101,1997,0.753,0.612,0.942,-1.124,1.065,1,0.839,9.568,0.7270455,0.48
"Venezuela",101,1998,0.743,0.592,0.942,-1.124,1.065,1,0.813,9.299,0.7270455,0.48
"Venezuela",101,1999,0.707,0.472,0.897,1.259,1.065,1,0.748,9.119,0.7870455,0.46
"Benin",434,2006,0.676,0.556,0.44,0.961,0.984,0,0.881,2.071,0.8015,0.42
"Benin",434,2007,0.665,0.55,0.44,1.031,0.984,0,0.885,2.109,0.8015,0.42
"Benin",434,2008,0.651,0.538,0.436,1.031,0.984,0,0.885,2.117,0.8015,0.42
"Benin",434,2009,0.651,0.538,0.436,1.031,0.984,0,0.885,2.112,0.8015,0.42
"Benin",434,2010,0.656,0.541,0.436,1.031,0.984,0,0.885,2.1,0.8015,0.42
"Benin",434,2015,0.664,0.548,0.441,0.534,0.984,0,0.895,2.509,NA,0.33
"Benin",434,2016,0.71,0.592,0.46,0.736,0.514,0,0.924,2.573,NA,0.37
"Benin",434,2017,0.711,0.595,0.46,0.914,0.514,0,0.938,2.668,NA,0.27
"Burkina Faso",439,2016,0.725,0.56,0.344,0.538,0.946,0,0.823,2.003,NA,0.54
"Burkina Faso",439,2017,0.728,0.566,0.344,0.433,0.946,0,0.833,2.093,NA,0.48
"Burkina Faso",439,2018,0.714,0.525,0.344,0.376,0.946,0,0.759,2.194,NA,0.65
"Burkina Faso",439,2019,0.708,0.507,0.344,0.579,0.664,0,0.709,2.285,NA,0.54
"Burkina Faso",439,2020,0.704,0.504,0.344,0.119,1.514,0,0.719,NA,NA,0.55
"Burkina Faso",439,2021,0.664,0.476,0.246,0.119,1.514,0,0.741,NA,NA,0.55
"Indonesia",850,2000,0.693,0.518,0.622,-0.685,0.265,0,0.729,4.744,0.904,0.41
"Indonesia",850,2001,0.693,0.518,0.762,-0.685,0.265,0,0.729,4.815,0.904,0.41
"Indonesia",850,2002,0.693,0.521,0.762,-1.167,0.265,0,0.739,4.903,0.904,0.41
"Indonesia",850,2003,0.693,0.53,0.762,-1.167,1.902,0,0.739,5.01,0.904,0.41
"Indonesia",850,2004,0.709,0.542,0.762,-1.167,1.902,1,0.726,5.217,0.8460455,0.41
"Indonesia",850,2005,0.718,0.545,0.896,0.615,1.902,1,0.712,5.488,0.8460455,0.51
"Indonesia",850,2006,0.718,0.545,0.952,0.615,1.902,1,0.712,5.779,0.8460455,0.51
"Indonesia",850,2007,0.718,0.545,0.955,0.615,1.902,1,0.709,6.145,0.8460455,0.51
"Indonesia",850,2008,0.718,0.542,0.956,0.615,1.902,1,0.711,6.602,0.8460455,0.51
"Indonesia",850,2009,0.695,0.526,0.956,0.615,1.902,1,0.713,7.042,0.8460455,0.51
"Indonesia",850,2010,0.692,0.537,0.956,0.615,1.902,1,0.722,7.573,0.8460455,0.45
"Indonesia",850,2011,0.692,0.536,0.956,0.615,1.902,1,0.719,8.127,0.8460455,0.45
"Indonesia",850,2012,0.692,0.536,0.956,0.615,1.902,1,0.72,8.569,0.8460455,0.45
"Indonesia",850,2013,0.692,0.528,0.975,0.107,1.902,1,0.697,8.874,NA,0.5
"Indonesia",850,2014,0.67,0.515,0.975,0.428,1.902,1,0.698,9.165,NA,0.5
"Indonesia",850,2015,0.664,0.517,0.975,0.826,1.902,1,0.754,9.413,NA,0.55
"Indonesia",850,2016,0.655,0.507,0.975,0.425,1.902,1,0.755,9.713,NA,0.55
"Nepal",790,2016,0.656,0.549,0.274,0.536,1.647,0,0.784,2.389,NA,0.74
"Nepal",790,2017,0.651,0.546,0.912,1.31,1.647,0,0.8,2.53,NA,0.7
"Nicaragua",93,1991,0.694,0.48,0.456,0.779,1.819,0,0.705,2.882,0.454,0.64
